set,drug,method,dataset,quality,sensitivity,sensitivity_sem,specificity,specificity_sem,PPV,PPV_sem,RR,SR,UR,RS,SS,US,Total
basic,INH,UKMYC,bootstrap-0,ALL,88.8030888030888,,95.0207468879668,,95.0413223140496,,,,,,,,
basic,INH,UKMYC,bootstrap-0,HIGH,93.17269076305222,,96.41434262948208,,96.2655601659751,,,,,,,,
basic,INH,UKMYC,bootstrap-1,ALL,91.82879377431907,,94.65020576131687,,94.77911646586345,,,,,,,,
basic,INH,UKMYC,bootstrap-1,HIGH,94.35483870967742,,96.82539682539682,,96.69421487603306,,,,,,,,
basic,INH,UKMYC,bootstrap-10,ALL,94.56066945606695,,95.78544061302682,,95.35864978902954,,,,,,,,
basic,INH,UKMYC,bootstrap-10,HIGH,91.7910447761194,,96.55172413793103,,96.8503937007874,,,,,,,,
basic,INH,UKMYC,bootstrap-11,ALL,92.5925925925926,,94.94163424124513,,94.53781512605042,,,,,,,,
basic,INH,UKMYC,bootstrap-11,HIGH,94.82071713147411,,96.3855421686747,,96.35627530364373,,,,,,,,
basic,INH,UKMYC,bootstrap-12,ALL,93.51145038167938,,94.9579831932773,,95.3307392996109,,,,,,,,
basic,INH,UKMYC,bootstrap-12,HIGH,93.9622641509434,,94.8936170212766,,95.40229885057471,,,,,,,,
basic,INH,UKMYC,bootstrap-13,ALL,92.63565891472868,,95.86776859504133,,95.98393574297188,,,,,,,,
basic,INH,UKMYC,bootstrap-13,HIGH,94.09282700421942,,98.85931558935361,,98.67256637168141,,,,,,,,
basic,INH,UKMYC,bootstrap-14,ALL,89.96282527881041,,98.7012987012987,,98.77551020408163,,,,,,,,
basic,INH,UKMYC,bootstrap-14,HIGH,93.63957597173145,,95.39170506912443,,96.36363636363636,,,,,,,,
basic,INH,UKMYC,bootstrap-15,ALL,91.05058365758755,,92.18106995884774,,92.4901185770751,,,,,,,,
basic,INH,UKMYC,bootstrap-15,HIGH,93.60000000000001,,96.0,,95.90163934426229,,,,,,,,
basic,INH,UKMYC,bootstrap-16,ALL,91.05058365758755,,94.65020576131687,,94.73684210526315,,,,,,,,
basic,INH,UKMYC,bootstrap-16,HIGH,92.54901960784314,,96.73469387755102,,96.72131147540983,,,,,,,,
basic,INH,UKMYC,bootstrap-17,ALL,90.67164179104478,,95.6896551724138,,96.04743083003953,,,,,,,,
basic,INH,UKMYC,bootstrap-17,HIGH,95.54655870445345,,96.83794466403161,,96.72131147540983,,,,,,,,
basic,INH,UKMYC,bootstrap-18,ALL,93.7984496124031,,96.28099173553719,,96.41434262948208,,,,,,,,
basic,INH,UKMYC,bootstrap-18,HIGH,95.27272727272728,,96.44444444444444,,97.03703703703704,,,,,,,,
basic,INH,UKMYC,bootstrap-19,ALL,92.15686274509804,,95.51020408163265,,95.52845528455285,,,,,,,,
basic,INH,UKMYC,bootstrap-19,HIGH,94.55252918287937,,93.4156378600823,,93.82239382239382,,,,,,,,
basic,INH,UKMYC,bootstrap-2,ALL,93.44262295081968,,94.921875,,94.6058091286307,,,,,,,,
basic,INH,UKMYC,bootstrap-2,HIGH,95.18072289156626,,96.41434262948208,,96.34146341463415,,,,,,,,
basic,INH,UKMYC,bootstrap-20,ALL,92.56198347107438,,96.12403100775194,,95.72649572649573,,,,,,,,
basic,INH,UKMYC,bootstrap-20,HIGH,93.65079365079364,,97.17741935483872,,97.11934156378601,,,,,,,,
basic,INH,UKMYC,bootstrap-21,ALL,91.33858267716536,,96.34146341463415,,96.2655601659751,,,,,,,,
basic,INH,UKMYC,bootstrap-21,HIGH,94.6058091286307,,98.06949806949807,,97.85407725321889,,,,,,,,
basic,INH,UKMYC,bootstrap-22,ALL,89.49579831932773,,94.65648854961832,,93.83259911894272,,,,,,,,
basic,INH,UKMYC,bootstrap-22,HIGH,93.3609958506224,,95.36679536679536,,94.9367088607595,,,,,,,,
basic,INH,UKMYC,bootstrap-23,ALL,91.63179916317992,,94.25287356321839,,93.58974358974359,,,,,,,,
basic,INH,UKMYC,bootstrap-23,HIGH,95.76923076923077,,97.91666666666666,,98.03149606299213,,,,,,,,
basic,INH,UKMYC,bootstrap-24,ALL,90.03831417624522,,97.07112970711297,,97.10743801652893,,,,,,,,
basic,INH,UKMYC,bootstrap-24,HIGH,92.36641221374046,,97.89915966386555,,97.97570850202429,,,,,,,,
basic,INH,UKMYC,bootstrap-25,ALL,91.39344262295081,,98.046875,,97.80701754385966,,,,,,,,
basic,INH,UKMYC,bootstrap-25,HIGH,93.44262295081968,,96.875,,96.61016949152543,,,,,,,,
basic,INH,UKMYC,bootstrap-26,ALL,92.91666666666667,,93.84615384615384,,93.30543933054393,,,,,,,,
basic,INH,UKMYC,bootstrap-26,HIGH,93.22709163346613,,94.37751004016064,,94.35483870967742,,,,,,,,
basic,INH,UKMYC,bootstrap-27,ALL,93.45454545454545,,96.88888888888889,,97.34848484848484,,,,,,,,
basic,INH,UKMYC,bootstrap-27,HIGH,94.3820224719101,,95.70815450643777,,96.18320610687023,,,,,,,,
basic,INH,UKMYC,bootstrap-28,ALL,94.00749063670412,,93.56223175965665,,94.3609022556391,,,,,,,,
basic,INH,UKMYC,bootstrap-28,HIGH,94.55252918287937,,95.88477366255144,,96.04743083003953,,,,,,,,
basic,INH,UKMYC,bootstrap-29,ALL,93.65079365079364,,96.37096774193549,,96.3265306122449,,,,,,,,
basic,INH,UKMYC,bootstrap-29,HIGH,94.86166007905138,,96.76113360323887,,96.7741935483871,,,,,,,,
basic,INH,UKMYC,bootstrap-3,ALL,90.49429657794677,,94.09282700421942,,94.44444444444444,,,,,,,,
basic,INH,UKMYC,bootstrap-3,HIGH,94.1908713692946,,97.2972972972973,,97.00854700854701,,,,,,,,
basic,INH,UKMYC,bootstrap-30,ALL,94.04761904761905,,93.95161290322581,,94.04761904761905,,,,,,,,
basic,INH,UKMYC,bootstrap-30,HIGH,93.93939393939394,,94.91525423728814,,95.38461538461539,,,,,,,,
basic,INH,UKMYC,bootstrap-31,ALL,90.8695652173913,,95.92592592592592,,95.0,,,,,,,,
basic,INH,UKMYC,bootstrap-31,HIGH,92.33576642335767,,95.13274336283186,,95.83333333333334,,,,,,,,
basic,INH,UKMYC,bootstrap-32,ALL,90.98360655737704,,96.875,,96.52173913043478,,,,,,,,
basic,INH,UKMYC,bootstrap-32,HIGH,93.07692307692308,,95.41666666666667,,95.65217391304348,,,,,,,,
basic,INH,UKMYC,bootstrap-33,ALL,90.33613445378151,,91.6030534351145,,90.71729957805907,,,,,,,,
basic,INH,UKMYC,bootstrap-33,HIGH,94.20849420849422,,97.0954356846473,,97.21115537848605,,,,,,,,
basic,INH,UKMYC,bootstrap-34,ALL,87.20930232558139,,94.62809917355372,,94.53781512605042,,,,,,,,
basic,INH,UKMYC,bootstrap-34,HIGH,92.01680672268907,,97.32824427480917,,96.90265486725663,,,,,,,,
basic,INH,UKMYC,bootstrap-35,ALL,92.4,,95.6,,95.45454545454545,,,,,,,,
basic,INH,UKMYC,bootstrap-35,HIGH,95.76271186440678,,97.72727272727273,,97.41379310344827,,,,,,,,
basic,INH,UKMYC,bootstrap-36,ALL,90.18867924528303,,93.61702127659575,,94.09448818897637,,,,,,,,
basic,INH,UKMYC,bootstrap-36,HIGH,93.57429718875501,,98.00796812749005,,97.89915966386555,,,,,,,,
basic,INH,UKMYC,bootstrap-37,ALL,91.25475285171103,,95.78059071729957,,96.0,,,,,,,,
basic,INH,UKMYC,bootstrap-37,HIGH,92.54901960784314,,95.10204081632652,,95.16129032258065,,,,,,,,
basic,INH,UKMYC,bootstrap-38,ALL,92.578125,,95.90163934426229,,95.95141700404858,,,,,,,,
basic,INH,UKMYC,bootstrap-38,HIGH,93.75,,94.73684210526315,,95.50561797752809,,,,,,,,
basic,INH,UKMYC,bootstrap-39,ALL,91.26984126984127,,95.96774193548387,,95.83333333333334,,,,,,,,
basic,INH,UKMYC,bootstrap-39,HIGH,92.93680297397769,,94.8051948051948,,95.41984732824427,,,,,,,,
basic,INH,UKMYC,bootstrap-4,ALL,90.47619047619048,,93.54838709677419,,93.44262295081968,,,,,,,,
basic,INH,UKMYC,bootstrap-4,HIGH,95.48872180451127,,96.15384615384616,,96.57794676806084,,,,,,,,
basic,INH,UKMYC,bootstrap-40,ALL,91.66666666666666,,94.35483870967742,,94.28571428571428,,,,,,,,
basic,INH,UKMYC,bootstrap-40,HIGH,90.65040650406505,,95.2755905511811,,94.8936170212766,,,,,,,,
basic,INH,UKMYC,bootstrap-41,ALL,94.140625,,96.72131147540983,,96.78714859437751,,,,,,,,
basic,INH,UKMYC,bootstrap-41,HIGH,94.23076923076923,,97.08333333333333,,97.22222222222221,,,,,,,,
basic,INH,UKMYC,bootstrap-42,ALL,86.61417322834646,,92.27642276422763,,92.05020920502092,,,,,,,,
basic,INH,UKMYC,bootstrap-42,HIGH,94.50980392156862,,94.6938775510204,,94.88188976377953,,,,,,,,
basic,INH,UKMYC,bootstrap-43,ALL,93.4156378600823,,95.71984435797665,,95.37815126050421,,,,,,,,
basic,INH,UKMYC,bootstrap-43,HIGH,92.94117647058823,,96.3265306122449,,96.34146341463415,,,,,,,,
basic,INH,UKMYC,bootstrap-44,ALL,89.84375,,95.08196721311475,,95.0413223140496,,,,,,,,
basic,INH,UKMYC,bootstrap-44,HIGH,94.82758620689656,,95.52238805970148,,94.82758620689656,,,,,,,,
basic,INH,UKMYC,bootstrap-45,ALL,92.19330855018588,,95.23809523809523,,95.75289575289575,,,,,,,,
basic,INH,UKMYC,bootstrap-45,HIGH,96.99570815450643,,95.88014981273409,,95.35864978902954,,,,,,,,
basic,INH,UKMYC,bootstrap-46,ALL,91.37931034482759,,94.77611940298507,,93.80530973451327,,,,,,,,
basic,INH,UKMYC,bootstrap-46,HIGH,96.44268774703558,,97.16599190283401,,97.21115537848605,,,,,,,,
basic,INH,UKMYC,bootstrap-47,ALL,94.65648854961832,,96.63865546218487,,96.875,,,,,,,,
basic,INH,UKMYC,bootstrap-47,HIGH,92.83018867924528,,92.76595744680851,,93.5361216730038,,,,,,,,
basic,INH,UKMYC,bootstrap-48,ALL,93.10344827586206,,96.65271966527197,,96.81274900398407,,,,,,,,
basic,INH,UKMYC,bootstrap-48,HIGH,96.33699633699634,,94.27312775330397,,95.28985507246377,,,,,,,,
basic,INH,UKMYC,bootstrap-49,ALL,88.93280632411067,,94.73684210526315,,94.53781512605042,,,,,,,,
basic,INH,UKMYC,bootstrap-49,HIGH,94.16666666666667,,95.38461538461539,,94.9579831932773,,,,,,,,
basic,INH,UKMYC,bootstrap-5,ALL,87.25868725868726,,95.4356846473029,,95.35864978902954,,,,,,,,
basic,INH,UKMYC,bootstrap-5,HIGH,96.6542750929368,,96.1038961038961,,96.6542750929368,,,,,,,,
basic,INH,UKMYC,bootstrap-6,ALL,90.17094017094017,,97.74436090225564,,97.23502304147466,,,,,,,,
basic,INH,UKMYC,bootstrap-6,HIGH,90.08264462809917,,96.51162790697676,,96.0352422907489,,,,,,,,
basic,INH,UKMYC,bootstrap-7,ALL,89.51612903225806,,95.23809523809523,,94.87179487179486,,,,,,,,
basic,INH,UKMYC,bootstrap-7,HIGH,91.7910447761194,,96.12068965517241,,96.47058823529412,,,,,,,,
basic,INH,UKMYC,bootstrap-8,ALL,89.7119341563786,,94.94163424124513,,94.37229437229438,,,,,,,,
basic,INH,UKMYC,bootstrap-8,HIGH,91.95402298850574,,94.97907949790795,,95.23809523809523,,,,,,,,
basic,INH,UKMYC,bootstrap-9,ALL,88.84297520661157,,96.51162790697676,,95.98214285714286,,,,,,,,
basic,INH,UKMYC,bootstrap-9,HIGH,94.53125,,97.54098360655738,,97.58064516129032,,,,,,,,
basic,INH,UKMYC,bootstrapped50,ALL,91.40220468203557,0.5363366308323433,95.31760602648859,0.3929109957637972,95.20983686344674,0.41147135245511735,,,,,,,
basic,INH,UKMYC,bootstrapped50,HIGH,93.91059441362955,0.40806191063566677,96.13102926576211,0.3460134778286238,96.23013595866409,0.308546024495741,,,,,,,
basic,INH,UKMYC,entire,ALL,90.98196392785572,0.0,95.59118236472945,0.0,95.37815126050421,0.0,454.0,34.0,11.0,22.0,447.0,30.0,998.0
basic,INH,UKMYC,entire,HIGH,93.68191721132898,0.0,96.40449438202248,0.0,96.41255605381166,0.0,430.0,24.0,5.0,16.0,403.0,26.0,904.0
basic,RIF,UKMYC,bootstrap-0,ALL,91.91489361702128,,96.22641509433963,,95.57522123893806,,,,,,,,
basic,RIF,UKMYC,bootstrap-0,HIGH,96.33699633699634,,96.91629955947137,,97.4074074074074,,,,,,,,
basic,RIF,UKMYC,bootstrap-1,ALL,95.6,,94.8,,94.84126984126983,,,,,,,,
basic,RIF,UKMYC,bootstrap-1,HIGH,93.82239382239382,,96.6804979253112,,96.81274900398407,,,,,,,,
basic,RIF,UKMYC,bootstrap-10,ALL,96.70781893004116,,97.66536964980544,,97.5103734439834,,,,,,,,
basic,RIF,UKMYC,bootstrap-10,HIGH,95.39748953974896,,95.40229885057471,,95.0,,,,,,,,
basic,RIF,UKMYC,bootstrap-11,ALL,96.62447257383965,,98.09885931558935,,97.86324786324786,,,,,,,,
basic,RIF,UKMYC,bootstrap-11,HIGH,95.0,,95.0,,94.6058091286307,,,,,,,,
basic,RIF,UKMYC,bootstrap-12,ALL,96.12403100775194,,97.52066115702479,,97.63779527559055,,,,,,,,
basic,RIF,UKMYC,bootstrap-12,HIGH,97.02127659574468,,96.60377358490567,,96.20253164556962,,,,,,,,
basic,RIF,UKMYC,bootstrap-13,ALL,96.04743083003953,,95.95141700404858,,96.04743083003953,,,,,,,,
basic,RIF,UKMYC,bootstrap-13,HIGH,96.88715953307393,,96.70781893004116,,96.88715953307393,,,,,,,,
basic,RIF,UKMYC,bootstrap-14,ALL,95.08196721311475,,96.875,,96.66666666666667,,,,,,,,
basic,RIF,UKMYC,bootstrap-14,HIGH,94.57364341085271,,95.45454545454545,,95.68627450980392,,,,,,,,
basic,RIF,UKMYC,bootstrap-15,ALL,92.4901185770751,,95.95141700404858,,95.90163934426229,,,,,,,,
basic,RIF,UKMYC,bootstrap-15,HIGH,94.23868312757202,,97.27626459143968,,97.03389830508475,,,,,,,,
basic,RIF,UKMYC,bootstrap-16,ALL,94.87179487179486,,92.10526315789474,,91.35802469135803,,,,,,,,
basic,RIF,UKMYC,bootstrap-16,HIGH,94.3089430894309,,96.06299212598425,,95.86776859504133,,,,,,,,
basic,RIF,UKMYC,bootstrap-17,ALL,94.09448818897637,,97.96747967479675,,97.95081967213115,,,,,,,,
basic,RIF,UKMYC,bootstrap-17,HIGH,95.32374100719424,,96.84684684684684,,97.42647058823529,,,,,,,,
basic,RIF,UKMYC,bootstrap-18,ALL,96.82539682539682,,96.7741935483871,,96.82539682539682,,,,,,,,
basic,RIF,UKMYC,bootstrap-18,HIGH,94.8905109489051,,96.90265486725663,,97.37827715355806,,,,,,,,
basic,RIF,UKMYC,bootstrap-19,ALL,92.4,,96.0,,95.850622406639,,,,,,,,
basic,RIF,UKMYC,bootstrap-19,HIGH,94.09448818897637,,97.5609756097561,,97.55102040816327,,,,,,,,
basic,RIF,UKMYC,bootstrap-2,ALL,94.34782608695652,,96.29629629629629,,95.59471365638767,,,,,,,,
basic,RIF,UKMYC,bootstrap-2,HIGH,97.16599190283401,,96.04743083003953,,96.0,,,,,,,,
basic,RIF,UKMYC,bootstrap-20,ALL,95.850622406639,,94.98069498069498,,94.67213114754098,,,,,,,,
basic,RIF,UKMYC,bootstrap-20,HIGH,92.63565891472868,,96.69421487603306,,96.76113360323887,,,,,,,,
basic,RIF,UKMYC,bootstrap-21,ALL,92.21311475409836,,97.265625,,96.98275862068965,,,,,,,,
basic,RIF,UKMYC,bootstrap-21,HIGH,93.67088607594937,,97.71863117870723,,97.36842105263158,,,,,,,,
basic,RIF,UKMYC,bootstrap-22,ALL,94.04255319148936,,97.73584905660377,,97.3568281938326,,,,,,,,
basic,RIF,UKMYC,bootstrap-22,HIGH,95.68627450980392,,96.73469387755102,,96.82539682539682,,,,,,,,
basic,RIF,UKMYC,bootstrap-23,ALL,94.24778761061947,,94.8905109489051,,93.83259911894272,,,,,,,,
basic,RIF,UKMYC,bootstrap-23,HIGH,93.90243902439023,,94.88188976377953,,94.67213114754098,,,,,,,,
basic,RIF,UKMYC,bootstrap-24,ALL,95.10204081632652,,96.07843137254902,,95.88477366255144,,,,,,,,
basic,RIF,UKMYC,bootstrap-24,HIGH,93.04029304029304,,95.15418502202643,,95.84905660377359,,,,,,,,
basic,RIF,UKMYC,bootstrap-25,ALL,96.0,,97.0909090909091,,96.42857142857143,,,,,,,,
basic,RIF,UKMYC,bootstrap-25,HIGH,93.43629343629344,,95.850622406639,,96.03174603174604,,,,,,,,
basic,RIF,UKMYC,bootstrap-26,ALL,95.63318777292577,,93.35793357933579,,92.40506329113924,,,,,,,,
basic,RIF,UKMYC,bootstrap-26,HIGH,92.99610894941634,,96.29629629629629,,96.37096774193549,,,,,,,,
basic,RIF,UKMYC,bootstrap-27,ALL,95.11278195488721,,97.00854700854701,,97.3076923076923,,,,,,,,
basic,RIF,UKMYC,bootstrap-27,HIGH,95.45454545454545,,94.96124031007753,,94.67213114754098,,,,,,,,
basic,RIF,UKMYC,bootstrap-28,ALL,95.9349593495935,,95.66929133858267,,95.54655870445345,,,,,,,,
basic,RIF,UKMYC,bootstrap-28,HIGH,92.99610894941634,,97.94238683127571,,97.95081967213115,,,,,,,,
basic,RIF,UKMYC,bootstrap-29,ALL,93.87755102040816,,96.86274509803921,,96.63865546218487,,,,,,,,
basic,RIF,UKMYC,bootstrap-29,HIGH,95.47325102880659,,96.10894941634241,,95.86776859504133,,,,,,,,
basic,RIF,UKMYC,bootstrap-3,ALL,93.61702127659575,,94.71698113207547,,94.01709401709401,,,,,,,,
basic,RIF,UKMYC,bootstrap-3,HIGH,94.04761904761905,,93.95161290322581,,94.04761904761905,,,,,,,,
basic,RIF,UKMYC,bootstrap-30,ALL,94.62809917355372,,94.18604651162791,,93.85245901639344,,,,,,,,
basic,RIF,UKMYC,bootstrap-30,HIGH,95.52238805970148,,97.41379310344827,,97.70992366412213,,,,,,,,
basic,RIF,UKMYC,bootstrap-31,ALL,92.98245614035088,,97.05882352941177,,96.36363636363636,,,,,,,,
basic,RIF,UKMYC,bootstrap-31,HIGH,93.33333333333333,,97.14285714285714,,97.14285714285714,,,,,,,,
basic,RIF,UKMYC,bootstrap-32,ALL,96.28099173553719,,96.51162790697676,,96.28099173553719,,,,,,,,
basic,RIF,UKMYC,bootstrap-32,HIGH,94.67213114754098,,96.09375,,95.850622406639,,,,,,,,
basic,RIF,UKMYC,bootstrap-33,ALL,92.7038626609442,,95.13108614232209,,94.32314410480349,,,,,,,,
basic,RIF,UKMYC,bootstrap-33,HIGH,93.7759336099585,,97.2972972972973,,96.99570815450643,,,,,,,,
basic,RIF,UKMYC,bootstrap-34,ALL,92.3694779116466,,95.61752988047809,,95.4356846473029,,,,,,,,
basic,RIF,UKMYC,bootstrap-34,HIGH,96.12068965517241,,96.64179104477611,,96.12068965517241,,,,,,,,
basic,RIF,UKMYC,bootstrap-35,ALL,94.0,,95.19999999999999,,95.1417004048583,,,,,,,,
basic,RIF,UKMYC,bootstrap-35,HIGH,93.30708661417323,,95.9349593495935,,95.95141700404858,,,,,,,,
basic,RIF,UKMYC,bootstrap-36,ALL,93.0327868852459,,96.09375,,95.78059071729957,,,,,,,,
basic,RIF,UKMYC,bootstrap-36,HIGH,95.98393574297188,,96.41434262948208,,96.37096774193549,,,,,,,,
basic,RIF,UKMYC,bootstrap-37,ALL,93.7984496124031,,96.28099173553719,,96.41434262948208,,,,,,,,
basic,RIF,UKMYC,bootstrap-37,HIGH,95.50561797752809,,95.70815450643777,,96.22641509433963,,,,,,,,
basic,RIF,UKMYC,bootstrap-38,ALL,95.78059071729957,,94.67680608365019,,94.1908713692946,,,,,,,,
basic,RIF,UKMYC,bootstrap-38,HIGH,94.8,,95.19999999999999,,95.18072289156626,,,,,,,,
basic,RIF,UKMYC,bootstrap-39,ALL,94.75982532751091,,96.30996309963099,,95.59471365638767,,,,,,,,
basic,RIF,UKMYC,bootstrap-39,HIGH,96.73469387755102,,97.6470588235294,,97.53086419753086,,,,,,,,
basic,RIF,UKMYC,bootstrap-4,ALL,95.17543859649122,,96.32352941176471,,95.59471365638767,,,,,,,,
basic,RIF,UKMYC,bootstrap-4,HIGH,95.1417004048583,,97.23320158102767,,97.10743801652893,,,,,,,,
basic,RIF,UKMYC,bootstrap-40,ALL,94.37229437229438,,96.6542750929368,,96.0352422907489,,,,,,,,
basic,RIF,UKMYC,bootstrap-40,HIGH,95.68627450980392,,96.73469387755102,,96.82539682539682,,,,,,,,
basic,RIF,UKMYC,bootstrap-41,ALL,96.98275862068965,,97.38805970149254,,96.98275862068965,,,,,,,,
basic,RIF,UKMYC,bootstrap-41,HIGH,94.40298507462687,,96.55172413793103,,96.93486590038314,,,,,,,,
basic,RIF,UKMYC,bootstrap-42,ALL,90.94827586206897,,94.77611940298507,,93.77777777777779,,,,,,,,
basic,RIF,UKMYC,bootstrap-42,HIGH,94.1908713692946,,96.91119691119691,,96.59574468085106,,,,,,,,
basic,RIF,UKMYC,bootstrap-43,ALL,92.9460580912863,,94.98069498069498,,94.51476793248945,,,,,,,,
basic,RIF,UKMYC,bootstrap-43,HIGH,95.25691699604744,,96.76113360323887,,96.78714859437751,,,,,,,,
basic,RIF,UKMYC,bootstrap-44,ALL,95.33898305084746,,95.07575757575758,,94.53781512605042,,,,,,,,
basic,RIF,UKMYC,bootstrap-44,HIGH,94.14225941422593,,98.85057471264368,,98.68421052631578,,,,,,,,
basic,RIF,UKMYC,bootstrap-45,ALL,96.06299212598425,,95.52845528455285,,95.68627450980392,,,,,,,,
basic,RIF,UKMYC,bootstrap-45,HIGH,96.41434262948208,,97.18875502008032,,97.18875502008032,,,,,,,,
basic,RIF,UKMYC,bootstrap-46,ALL,92.07048458149781,,95.23809523809523,,94.14414414414415,,,,,,,,
basic,RIF,UKMYC,bootstrap-46,HIGH,97.0954356846473,,96.91119691119691,,96.69421487603306,,,,,,,,
basic,RIF,UKMYC,bootstrap-47,ALL,96.42857142857143,,95.56451612903226,,95.66929133858267,,,,,,,,
basic,RIF,UKMYC,bootstrap-47,HIGH,95.01915708812261,,97.48953974895397,,97.63779527559055,,,,,,,,
basic,RIF,UKMYC,bootstrap-48,ALL,95.18072289156626,,97.60956175298804,,97.53086419753086,,,,,,,,
basic,RIF,UKMYC,bootstrap-48,HIGH,97.44680851063829,,96.98113207547169,,96.62447257383965,,,,,,,,
basic,RIF,UKMYC,bootstrap-49,ALL,93.3609958506224,,95.75289575289575,,95.33898305084746,,,,,,,,
basic,RIF,UKMYC,bootstrap-49,HIGH,94.25287356321839,,96.23430962343096,,96.47058823529412,,,,,,,,
basic,RIF,UKMYC,bootstrap-5,ALL,91.80327868852459,,96.875,,96.55172413793103,,,,,,,,
basic,RIF,UKMYC,bootstrap-5,HIGH,95.91078066914498,,96.53679653679653,,96.99248120300751,,,,,,,,
basic,RIF,UKMYC,bootstrap-6,ALL,93.72197309417041,,95.66787003610109,,94.57013574660633,,,,,,,,
basic,RIF,UKMYC,bootstrap-6,HIGH,92.95154185022027,,98.53479853479854,,98.13953488372093,,,,,,,,
basic,RIF,UKMYC,bootstrap-7,ALL,92.85714285714286,,96.56488549618321,,96.08695652173913,,,,,,,,
basic,RIF,UKMYC,bootstrap-7,HIGH,95.83333333333334,,96.61016949152543,,96.93486590038314,,,,,,,,
basic,RIF,UKMYC,bootstrap-8,ALL,94.00921658986175,,94.69964664310953,,93.15068493150685,,,,,,,,
basic,RIF,UKMYC,bootstrap-8,HIGH,94.18604651162791,,92.97520661157024,,93.46153846153847,,,,,,,,
basic,RIF,UKMYC,bootstrap-9,ALL,90.49773755656109,,98.56630824372759,,98.0392156862745,,,,,,,,
basic,RIF,UKMYC,bootstrap-9,HIGH,95.10204081632652,,97.6470588235294,,97.48953974895397,,,,,,,,
basic,RIF,UKMYC,bootstrapped50,ALL,94.33710646596528,0.45360464547479135,96.04444372280851,0.3476415365049646,95.6457086404942,0.40154444481844964,,,,,,,
basic,RIF,UKMYC,bootstrapped50,HIGH,94.9037994875707,0.3469184426879976,96.50805228312981,0.2989106036005135,96.51850672844321,0.2927712694915339,,,,,,,
basic,RIF,UKMYC,entire,ALL,93.89473684210526,0.0,95.79349904397706,0.0,95.2991452991453,0.0,446.0,28.0,1.0,22.0,483.0,18.0,998.0
basic,RIF,UKMYC,entire,HIGH,94.98861047835992,0.0,96.58314350797266,0.0,96.52777777777779,0.0,417.0,22.0,0.0,15.0,409.0,15.0,878.0
basic,PZA,MGIT,bootstrap-0,ALL,86.3013698630137,,98.57651245551602,,97.92746113989638,,,,,,,,
basic,PZA,MGIT,bootstrap-1,ALL,79.14893617021276,,99.24528301886792,,98.93617021276596,,,,,,,,
basic,PZA,MGIT,bootstrap-10,ALL,85.65737051792829,,98.79518072289156,,98.62385321100918,,,,,,,,
basic,PZA,MGIT,bootstrap-11,ALL,80.64516129032258,,97.87985865724382,,96.68508287292818,,,,,,,,
basic,PZA,MGIT,bootstrap-12,ALL,81.25,,98.84615384615385,,98.48484848484848,,,,,,,,
basic,PZA,MGIT,bootstrap-13,ALL,77.82426778242679,,98.46743295019157,,97.89473684210527,,,,,,,,
basic,PZA,MGIT,bootstrap-14,ALL,81.35593220338984,,96.5909090909091,,95.52238805970148,,,,,,,,
basic,PZA,MGIT,bootstrap-15,ALL,80.76923076923077,,98.87218045112782,,98.4375,,,,,,,,
basic,PZA,MGIT,bootstrap-16,ALL,79.27927927927928,,97.84172661870504,,96.7032967032967,,,,,,,,
basic,PZA,MGIT,bootstrap-17,ALL,81.48148148148148,,95.77464788732394,,93.61702127659575,,,,,,,,
basic,PZA,MGIT,bootstrap-18,ALL,82.0627802690583,,97.47292418772562,,96.3157894736842,,,,,,,,
basic,PZA,MGIT,bootstrap-19,ALL,86.60714285714286,,96.01449275362319,,94.6341463414634,,,,,,,,
basic,PZA,MGIT,bootstrap-2,ALL,78.54077253218884,,97.00374531835206,,95.81151832460732,,,,,,,,
basic,PZA,MGIT,bootstrap-20,ALL,84.01639344262296,,98.046875,,97.61904761904762,,,,,,,,
basic,PZA,MGIT,bootstrap-21,ALL,85.35564853556485,,97.31800766283524,,96.6824644549763,,,,,,,,
basic,PZA,MGIT,bootstrap-22,ALL,82.6086956521739,,99.19028340080972,,99.0521327014218,,,,,,,,
basic,PZA,MGIT,bootstrap-23,ALL,81.63265306122449,,98.0392156862745,,97.5609756097561,,,,,,,,
basic,PZA,MGIT,bootstrap-24,ALL,77.97356828193833,,95.6043956043956,,93.65079365079364,,,,,,,,
basic,PZA,MGIT,bootstrap-25,ALL,82.15767634854771,,94.20849420849422,,92.95774647887323,,,,,,,,
basic,PZA,MGIT,bootstrap-26,ALL,80.47808764940238,,96.78714859437751,,96.19047619047619,,,,,,,,
basic,PZA,MGIT,bootstrap-27,ALL,78.02690582959642,,98.19494584837545,,97.20670391061452,,,,,,,,
basic,PZA,MGIT,bootstrap-28,ALL,82.68398268398268,,97.39776951672863,,96.46464646464646,,,,,,,,
basic,PZA,MGIT,bootstrap-29,ALL,80.95238095238095,,95.16728624535315,,93.5,,,,,,,,
basic,PZA,MGIT,bootstrap-3,ALL,82.0,,97.6,,97.1563981042654,,,,,,,,
basic,PZA,MGIT,bootstrap-30,ALL,85.08771929824562,,97.05882352941177,,96.03960396039604,,,,,,,,
basic,PZA,MGIT,bootstrap-31,ALL,86.86868686868688,,96.35761589403974,,93.98907103825137,,,,,,,,
basic,PZA,MGIT,bootstrap-32,ALL,84.0,,98.4,,98.13084112149532,,,,,,,,
