set,drug,method,dataset,quality,sensitivity,sensitivity_sem,specificity,specificity_sem,PPV,PPV_sem,RR,SR,UR,RS,SS,US,Total
nulls+minors,INH,UKMYC,bootstrap-23,ALL,93.64406779661016,,92.72030651340997,,92.08333333333333,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-23,HIGH,96.88715953307393,,97.5,,97.6470588235294,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-24,ALL,90.42145593869732,,95.78059071729957,,95.9349593495935,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-24,HIGH,95.36679536679536,,96.63865546218487,,96.86274509803921,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-25,ALL,92.62295081967213,,96.484375,,96.17021276595744,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-25,HIGH,94.23868312757202,,95.29411764705881,,95.0207468879668,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-26,ALL,93.33333333333333,,92.66409266409266,,92.18106995884774,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-26,HIGH,96.3855421686747,,93.54838709677419,,93.75,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-27,ALL,94.16058394160584,,95.98214285714286,,96.62921348314607,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-27,HIGH,96.2406015037594,,93.99141630901288,,94.81481481481482,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-28,ALL,94.7565543071161,,92.27467811158799,,93.35793357933579,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-28,HIGH,95.3125,,95.4356846473029,,95.68627450980392,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-29,ALL,94.42231075697211,,95.1417004048583,,95.18072289156626,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-29,HIGH,96.81274900398407,,96.76113360323887,,96.81274900398407,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-3,ALL,93.46153846153847,,92.82700421940928,,93.46153846153847,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-3,HIGH,95.39748953974896,,96.49805447470817,,96.20253164556962,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-30,ALL,94.44444444444444,,93.52226720647774,,93.7007874015748,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-30,HIGH,94.67680608365019,,93.61702127659575,,94.31818181818183,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-31,ALL,91.73913043478261,,95.92592592592592,,95.04504504504504,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-31,HIGH,93.77289377289377,,93.33333333333333,,94.4649446494465,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-32,ALL,92.9460580912863,,96.47058823529412,,96.13733905579399,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-32,HIGH,95.3307392996109,,94.97907949790795,,95.3307392996109,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-33,ALL,92.79661016949152,,90.0,,89.38775510204081,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-33,HIGH,96.12403100775194,,95.41666666666667,,95.75289575289575,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-34,ALL,90.15748031496062,,93.38842975206612,,93.46938775510203,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-34,HIGH,94.49152542372882,,96.18320610687023,,95.70815450643777,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-35,ALL,94.35483870967742,,94.35483870967742,,94.35483870967742,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-35,HIGH,97.02127659574468,,96.1977186311787,,95.7983193277311,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-36,ALL,90.56603773584906,,91.91489361702128,,92.66409266409266,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-36,HIGH,94.37751004016064,,97.60956175298804,,97.5103734439834,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-37,ALL,92.74809160305344,,94.9367088607595,,95.29411764705881,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-37,HIGH,93.7007874015748,,94.6938775510204,,94.82071713147411,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-38,ALL,93.359375,,95.06172839506173,,95.2191235059761,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-38,HIGH,95.53903345724906,,93.3920704845815,,94.48529411764706,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-39,ALL,92.80000000000001,,95.1417004048583,,95.08196721311475,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-39,HIGH,94.3820224719101,,93.04347826086956,,94.02985074626866,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-4,ALL,93.2,,91.93548387096774,,92.09486166007905,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-4,HIGH,96.60377358490567,,94.82758620689656,,95.52238805970148,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-40,ALL,93.22709163346613,,94.35483870967742,,94.35483870967742,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-40,HIGH,92.27642276422763,,94.86166007905138,,94.58333333333333,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-41,ALL,94.921875,,96.31147540983606,,96.42857142857143,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-41,HIGH,96.875,,96.23430962343096,,96.49805447470817,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-42,ALL,88.09523809523809,,91.869918699187,,91.73553719008265,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-42,HIGH,96.03174603174604,,94.28571428571428,,94.53125,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-43,ALL,93.82716049382715,,95.71984435797665,,95.39748953974896,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-43,HIGH,94.09448818897637,,95.10204081632652,,95.2191235059761,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-44,ALL,92.1259842519685,,93.00411522633745,,93.22709163346613,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-44,HIGH,96.95652173913044,,95.1492537313433,,94.49152542372882,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-45,ALL,93.28358208955224,,94.37229437229438,,95.05703422053232,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-45,HIGH,97.83549783549783,,94.7565543071161,,94.16666666666667,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-46,ALL,91.77489177489177,,94.3820224719101,,93.3920704845815,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-46,HIGH,97.21115537848605,,95.90163934426229,,96.06299212598425,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-47,ALL,95.40229885057471,,96.21848739495799,,96.51162790697676,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-47,HIGH,94.29657794676805,,90.63829787234042,,91.85185185185185,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-48,ALL,94.25287356321839,,96.23430962343096,,96.47058823529412,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-48,HIGH,97.7859778597786,,93.3920704845815,,94.64285714285714,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-49,ALL,91.96787148594377,,94.3089430894309,,94.23868312757202,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-49,HIGH,94.56066945606695,,93.84615384615384,,93.38842975206612,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-5,ALL,89.49416342412452,,94.1908713692946,,94.26229508196722,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-5,HIGH,98.49056603773585,,93.93939393939394,,94.9090909090909,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-6,ALL,90.98712446351931,,96.61654135338345,,95.92760180995475,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-6,HIGH,93.75,,96.51162790697676,,96.15384615384616,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-7,ALL,91.869918699187,,94.42231075697211,,94.16666666666667,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-7,HIGH,94.73684210526315,,94.78260869565217,,95.45454545454545,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-8,ALL,90.9090909090909,,94.53125,,94.01709401709401,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-8,HIGH,93.84615384615384,,94.56066945606695,,94.94163424124513,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-9,ALL,91.25,,94.55252918287937,,93.99141630901288,,,,,,,,
nulls+minors,INH,UKMYC,bootstrap-9,HIGH,96.45669291338582,,97.11934156378601,,97.22222222222221,,,,,,,,
nulls+minors,INH,UKMYC,bootstrapped50,ALL,92.80534239337199,0.46618188480218004,94.40122619873023,0.42055916908629404,94.39060982841022,0.42781957802633885,,,,,,,
nulls+minors,INH,UKMYC,bootstrapped50,HIGH,95.55706107402023,0.36062780572853964,95.10874532591158,0.38594701951321647,95.33811825358663,0.3224808323612282,,,,,,,
nulls+minors,INH,UKMYC,entire,ALL,92.54032258064517,0.0,94.77911646586345,0.0,94.63917525773195,0.0,459.0,26.0,11.0,26.0,443.0,29.0,998.0
nulls+minors,INH,UKMYC,entire,HIGH,95.39473684210526,0.0,95.4954954954955,0.0,95.6043956043956,0.0,435.0,16.0,5.0,20.0,399.0,25.0,904.0
nulls+minors,RIF,UKMYC,bootstrap-0,ALL,94.04255319148936,,95.84905660377359,,95.25862068965517,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-0,HIGH,97.43589743589743,,96.47577092511013,,97.08029197080292,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-1,ALL,97.6,,92.80000000000001,,93.12977099236642,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-1,HIGH,95.36679536679536,,96.2655601659751,,96.484375,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-10,ALL,97.53086419753086,,96.484375,,96.34146341463415,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-10,HIGH,96.65271966527197,,92.33716475095785,,92.03187250996015,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-11,ALL,97.46835443037975,,96.1977186311787,,95.850622406639,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-11,HIGH,95.83333333333334,,93.07692307692308,,92.74193548387096,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-12,ALL,96.89922480620154,,97.10743801652893,,97.27626459143968,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-12,HIGH,97.87234042553192,,95.84905660377359,,95.4356846473029,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-13,ALL,96.44268774703558,,95.54655870445345,,95.68627450980392,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-13,HIGH,97.27626459143968,,95.06172839506173,,95.41984732824427,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-14,ALL,95.90163934426229,,96.09375,,95.90163934426229,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-14,HIGH,95.34883720930233,,92.97520661157024,,93.5361216730038,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-15,ALL,95.25691699604744,,95.54655870445345,,95.63492063492063,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-15,HIGH,95.88477366255144,,95.3307392996109,,95.10204081632652,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-16,ALL,95.2991452991453,,91.35338345864662,,90.65040650406505,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-16,HIGH,97.15447154471545,,95.66929133858267,,95.6,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-17,ALL,96.45669291338582,,97.54098360655738,,97.60956175298804,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-17,HIGH,96.76258992805755,,95.4954954954955,,96.415770609319,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-18,ALL,98.01587301587301,,95.56451612903226,,95.73643410852713,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-18,HIGH,96.71532846715328,,96.90265486725663,,97.42647058823529,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-19,ALL,94.39999999999999,,94.8,,94.77911646586345,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-19,HIGH,96.45669291338582,,97.5609756097561,,97.60956175298804,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-2,ALL,95.65217391304348,,94.81481481481482,,94.01709401709401,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-2,HIGH,97.57085020242914,,94.46640316205533,,94.50980392156862,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-20,ALL,96.6804979253112,,93.82239382239382,,93.57429718875501,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-20,HIGH,94.96124031007753,,95.0413223140496,,95.3307392996109,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-21,ALL,93.85245901639344,,96.09375,,95.81589958158996,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-21,HIGH,95.35864978902954,,97.71863117870723,,97.41379310344827,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-22,ALL,96.17021276595744,,96.21212121212122,,95.76271186440678,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-22,HIGH,96.47058823529412,,94.6938775510204,,94.98069498069498,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-23,ALL,96.01769911504425,,94.52554744525547,,93.53448275862068,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-23,HIGH,96.34146341463415,,94.09448818897637,,94.04761904761905,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-24,ALL,95.51020408163265,,94.0711462450593,,93.97590361445783,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-24,HIGH,95.23809523809523,,93.3920704845815,,94.54545454545455,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-25,ALL,96.88888888888889,,95.63636363636364,,94.78260869565217,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-25,HIGH,95.75289575289575,,95.850622406639,,96.12403100775194,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-26,ALL,96.50655021834062,,91.85185185185185,,90.94650205761316,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-26,HIGH,94.16342412451361,,95.88477366255144,,96.03174603174604,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-27,ALL,97.36842105263158,,95.70815450643777,,96.28252788104089,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-27,HIGH,96.28099173553719,,94.57364341085271,,94.33198380566802,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-28,ALL,96.7479674796748,,94.48818897637796,,94.44444444444444,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-28,HIGH,94.16342412451361,,96.70781893004116,,96.8,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-29,ALL,94.6938775510204,,95.2755905511811,,95.08196721311475,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-29,HIGH,97.53086419753086,,94.16342412451361,,94.04761904761905,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-3,ALL,95.31914893617022,,93.58490566037736,,92.9460580912863,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-3,HIGH,95.63492063492063,,93.14516129032258,,93.4108527131783,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-30,ALL,95.86776859504133,,93.77431906614785,,93.54838709677419,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-30,HIGH,96.64179104477611,,96.12068965517241,,96.64179104477611,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-31,ALL,93.85964912280701,,96.69117647058823,,95.96412556053812,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-31,HIGH,95.68627450980392,,95.91836734693877,,96.06299212598425,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-32,ALL,96.28099173553719,,95.71984435797665,,95.49180327868852,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-32,HIGH,95.49180327868852,,92.578125,,92.46031746031747,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-33,ALL,96.56652360515021,,92.83018867924528,,92.21311475409836,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-33,HIGH,96.2655601659751,,97.2972972972973,,97.07112970711297,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-34,ALL,93.97590361445783,,94.82071713147411,,94.73684210526315,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-34,HIGH,96.98275862068965,,95.8955223880597,,95.33898305084746,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-35,ALL,96.8,,93.95161290322581,,94.16342412451361,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-35,HIGH,94.88188976377953,,95.52845528455285,,95.63492063492063,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-36,ALL,94.26229508196722,,94.921875,,94.65020576131687,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-36,HIGH,96.78714859437751,,96.01593625498009,,96.01593625498009,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-37,ALL,95.73643410852713,,95.86776859504133,,96.10894941634241,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-37,HIGH,96.25468164794007,,93.56223175965665,,94.48529411764706,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-38,ALL,96.62447257383965,,93.12977099236642,,92.71255060728745,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-38,HIGH,98.0,,94.39999999999999,,94.5945945945946,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-39,ALL,96.06986899563319,,95.92592592592592,,95.23809523809523,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-39,HIGH,97.55102040816327,,96.86274509803921,,96.76113360323887,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-4,ALL,96.05263157894737,,95.58823529411765,,94.8051948051948,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-4,HIGH,96.76113360323887,,96.44268774703558,,96.37096774193549,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-40,ALL,95.23809523809523,,95.53903345724906,,94.82758620689656,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-40,HIGH,96.86274509803921,,94.6938775510204,,95.0,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-41,ALL,98.27586206896551,,97.38805970149254,,97.02127659574468,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-41,HIGH,94.40298507462687,,94.39655172413794,,95.11278195488721,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-42,ALL,93.53448275862068,,94.02985074626866,,93.13304721030042,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-42,HIGH,96.6804979253112,,96.13899613899613,,95.88477366255144,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-43,ALL,93.3609958506224,,94.5945945945946,,94.14225941422593,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-43,HIGH,96.83794466403161,,95.54655870445345,,95.703125,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-44,ALL,97.45762711864407,,93.5361216730038,,93.11740890688259,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-44,HIGH,95.39748953974896,,96.93486590038314,,96.61016949152543,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-45,ALL,96.8503937007874,,94.71544715447155,,94.98069498069498,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-45,HIGH,96.81274900398407,,97.18875502008032,,97.2,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-46,ALL,92.51101321585902,,94.85294117647058,,93.75,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-46,HIGH,98.7551867219917,,95.75289575289575,,95.58232931726907,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-47,ALL,97.61904761904762,,95.16129032258065,,95.34883720930233,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-47,HIGH,96.55172413793103,,95.81589958158996,,96.18320610687023,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-48,ALL,95.98393574297188,,96.81274900398407,,96.76113360323887,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-48,HIGH,99.14893617021276,,95.84905660377359,,95.49180327868852,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-49,ALL,94.1908713692946,,94.18604651162791,,93.80165289256198,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-49,HIGH,96.55172413793103,,94.56066945606695,,95.09433962264151,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-5,ALL,94.26229508196722,,95.3125,,95.0413223140496,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-5,HIGH,96.6542750929368,,93.07359307359307,,94.20289855072464,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-6,ALL,95.06726457399103,,94.58483754512635,,93.3920704845815,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-6,HIGH,96.0352422907489,,98.53479853479854,,98.1981981981982,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-7,ALL,94.53781512605042,,95.40229885057471,,94.9367088607595,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-7,HIGH,96.96969696969697,,96.1864406779661,,96.60377358490567,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-8,ALL,95.39170506912443,,93.61702127659575,,92.0,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-8,HIGH,95.34883720930233,,92.14876033057851,,92.83018867924528,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-9,ALL,93.21266968325791,,96.76258992805755,,95.81395348837209,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrap-9,HIGH,96.3265306122449,,97.25490196078431,,97.11934156378601,,,,,,,,
nulls+minors,RIF,UKMYC,bootstrapped50,ALL,95.72625332229336,0.38443760134595784,95.0137196787013,0.3731887100773867,94.65440475477929,0.4195407028680853,,,,,,,
nulls+minors,RIF,UKMYC,bootstrapped50,HIGH,96.37736157178156,0.29223815719861584,95.3486296537447,0.4174073908550558,95.49426598464123,0.3908311146026219,,,,,,,
nulls+minors,RIF,UKMYC,entire,ALL,95.36842105263158,0.0,94.82758620689656,0.0,94.375,0.0,453.0,21.0,1.0,27.0,477.0,18.0,998.0
nulls+minors,RIF,UKMYC,entire,HIGH,96.58314350797266,0.0,95.67198177676538,0.0,95.71106094808127,0.0,424.0,15.0,0.0,19.0,405.0,15.0,878.0
nulls+minors,PZA,MGIT,bootstrap-0,ALL,89.49771689497716,,98.57651245551602,,98.0,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-1,ALL,85.53191489361703,,98.86792452830188,,98.52941176470588,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-10,ALL,89.64143426294821,,97.18875502008032,,96.98275862068965,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-11,ALL,85.25345622119815,,97.1731448763251,,95.85492227979275,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-12,ALL,85.0,,98.84615384615385,,98.55072463768117,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-13,ALL,84.51882845188284,,98.46743295019157,,98.05825242718447,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-14,ALL,87.28813559322035,,95.45454545454545,,94.4954128440367,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-15,ALL,84.1880341880342,,98.87218045112782,,98.5,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-16,ALL,86.03603603603604,,97.12230215827337,,95.97989949748744,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-17,ALL,85.64814814814815,,95.77464788732394,,93.90862944162437,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-18,ALL,85.65022421524664,,97.11191335740072,,95.97989949748744,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-19,ALL,89.73214285714286,,96.01449275362319,,94.81132075471697,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-2,ALL,81.54506437768241,,97.00374531835206,,95.95959595959596,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-20,ALL,86.47540983606558,,98.046875,,97.68518518518519,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-21,ALL,88.28451882845188,,97.31800766283524,,96.78899082568807,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-22,ALL,86.56126482213439,,98.78542510121457,,98.64864864864865,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-23,ALL,84.89795918367346,,97.25490196078431,,96.74418604651163,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-24,ALL,81.05726872246696,,95.6043956043956,,93.87755102040816,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-25,ALL,87.55186721991701,,93.43629343629344,,92.54385964912281,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-26,ALL,83.66533864541833,,94.77911646586345,,94.17040358744396,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-27,ALL,86.09865470852019,,97.83393501805054,,96.96969696969697,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-28,ALL,86.14718614718615,,96.6542750929368,,95.67307692307693,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-29,ALL,84.4155844155844,,94.79553903345726,,93.30143540669856,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-3,ALL,84.0,,97.6,,97.22222222222221,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-30,ALL,87.71929824561403,,96.69117647058823,,95.69377990430623,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-31,ALL,88.88888888888889,,95.69536423841059,,93.12169312169311,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-32,ALL,86.4,,98.4,,98.18181818181819,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-33,ALL,84.21052631578947,,96.69117647058823,,95.52238805970148,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-34,ALL,82.77310924369748,,96.56488549618321,,95.63106796116504,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-35,ALL,85.59322033898306,,94.6969696969697,,93.51851851851852,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-36,ALL,87.17948717948718,,98.1203007518797,,97.60765550239235,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-37,ALL,88.26086956521739,,95.55555555555556,,94.41860465116278,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-38,ALL,87.22466960352423,,97.06959706959707,,96.11650485436894,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-39,ALL,84.54545454545455,,94.28571428571428,,92.07920792079209,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-4,ALL,79.66804979253112,,97.2972972972973,,96.4824120603015,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-40,ALL,87.86610878661088,,95.78544061302682,,95.02262443438913,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-41,ALL,85.83690987124464,,97.75280898876404,,97.0873786407767,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-42,ALL,88.88888888888889,,97.27626459143968,,96.8609865470852,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-43,ALL,85.71428571428571,,97.76951672862454,,97.05882352941177,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-44,ALL,81.89300411522635,,98.0544747081712,,97.54901960784314,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-45,ALL,81.77777777777779,,95.27272727272728,,93.4010152284264,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-46,ALL,84.89795918367346,,97.25490196078431,,96.74418604651163,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-47,ALL,86.63594470046083,,98.93992932862191,,98.42931937172776,,,,,,,,
nulls+minors,PZA,MGIT,bootstrap-48,ALL,83.1896551724138,,97.01492537313433,,96.01990049751244,,,,,,,,
