ENA_RUN_ACCESSION,SET1,ANTIBIOGRAM1,SET2,ANTIBIOGRAM2,SET3,ANTIBIOGRAM3
ERR4809341,basic,RRSSSSSSSSSSSSS,nulls,RRSSSSSSSSSSSSS,nulls+minors,RRSSSSSSSSSSSSS
ERR4809350,basic,RRRRSSUUSSSRRUS,nulls,RRRRSSUUSSSRRUS,nulls+minors,RRRRSSUUSSSRRUS
ERR4809356,basic,SRSSSSSSSSRUSRR,nulls,SRSSSSSSSSRUSRR,nulls+minors,SRSSSSSSSSRUSRR
ERR4810475,basic,RRUUSSRRSSRRRRR,nulls,RRUUSSRRSSRRRRR,nulls+minors,RRUUSSRRSSRRRRR
ERR4810477,basic,RRRRSSRRSSSUSSS,nulls,RRRRSSRRSSSUSSS,nulls+minors,RRRRSSRRSSSUSSS
ERR4810482,basic,RRRRSSUUSSRRSRR,nulls,RRRRSSUUSSRRSRR,nulls+minors,RRRRSSRRSSRRSRR
ERR4810496,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810504,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR4810510,basic,SSSSUSSSUSSSSSS,nulls,SSSSUSSSUSSSSSS,nulls+minors,SSSSUSSSUSSSSSS
ERR4810511,basic,SSSUSSSSSSSSSSS,nulls,SSSUSSSSSSSSSSS,nulls+minors,SSSUSSSSSSSSSSS
ERR4810513,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4810519,basic,SUSSSSSSSSSSSSS,nulls,SUSSSSSSSSSSSSS,nulls+minors,SUSSSSSSSSSSSSS
ERR4810528,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810541,basic,USSSSUSSSSSSUSS,nulls,USSSSUSSSSSSUSS,nulls+minors,USSSSUSSSSSSUSS
ERR4810543,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810556,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810565,basic,SSSUSSSSSUUSSUS,nulls,SSSUSSSSSUUSSUS,nulls+minors,SSSUSSSSSUUSSUS
ERR4810567,basic,SSSSUSSSUUSSSSS,nulls,SSSSUSSSUUSSSSS,nulls+minors,SSSSUSSSUUSSSSS
ERR4810569,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4810573,basic,SSSUSSSSSUSSUSS,nulls,SSSUSSSSSUSSUSS,nulls+minors,SSSUSSSSSUSSUSS
ERR4810593,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810600,basic,USSSSUSSSSSSSSS,nulls,USSSSUSSSSSSSSS,nulls+minors,USSSSUSSSSSSSSS
ERR4810601,basic,SSSSSSSSSSSUSSS,nulls,SSSSSSSSSSSUSSS,nulls+minors,SSSSSSSSSSSUSSS
ERR4810603,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810609,basic,SSSSSSUUSUUUUUU,nulls,SSSSSSUUSUUUUUU,nulls+minors,SSSSSSUUSUUUUUU
ERR4810616,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810618,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810622,basic,RSSSSSSSSSSRRSS,nulls,RSSSSSSSSSSRRSS,nulls+minors,RRSSRSRRRSSRRSS
ERR4810623,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSSRRSSSRRSS
ERR4810632,basic,USSSSSSSSSURUUU,nulls,USSSSSSSSSURUUU,nulls+minors,USSSSSSSSSURUUU
ERR4810635,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810636,basic,SSSSSSUUSUSUSSS,nulls,SSSSSSUUSUSUSSS,nulls+minors,SSSSSSUUSUSUSSS
ERR4810644,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810646,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810651,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810660,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810663,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810665,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR4810670,basic,SUSSSSUUSSSSSSS,nulls,SUSSSSUUSSSSSSS,nulls+minors,SUSSSSUUSSSSSSS
ERR4810676,basic,SSSSSUSSSSSSSSS,nulls,SSSSSUSSSSSSSSS,nulls+minors,SSSSSUSSSSSSSSS
ERR4810679,basic,SUSSSSSSSSSSUSS,nulls,SUSSSSSSSSSSUSS,nulls+minors,SUSSSSSSSSSSUSS
ERR4810681,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810685,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR4810688,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4810694,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR4810700,basic,SSSSSSSSSUSRUSS,nulls,SSSSSSSSSUSRUSS,nulls+minors,SSSSSSSSSUSRUSS
ERR4810712,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810720,basic,SSSSSSSSSSSUUSS,nulls,SSSSSSSSSSSUUSS,nulls+minors,SSSSSSSSSSSUUSS
ERR4810726,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810727,basic,RSSSSSSSSSSSRSS,nulls,RSSSSSSSSSSSRSS,nulls+minors,RSSSSSSSSSSSRSS
ERR4810746,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR4810750,basic,RRSSSSSSSSSRSSS,nulls,RRSSSSSSSSSRSSS,nulls+minors,RRSSSSSSSSSRSSS
ERR4810759,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810763,basic,RRRRSSSSSSSRSSS,nulls,RRRRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR4810775,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810781,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810788,basic,USSSSSSSSSSSSSS,nulls,USSSSSSSSSSSSSS,nulls+minors,USSSSSSSSSSSSSS
ERR4810791,basic,RRRRSSRRSUSRRSS,nulls,RRRRSSRRSUSRRSS,nulls+minors,RRRRSSRRSUSRRSS
ERR4810810,basic,SSSUSSSSSSSRSSS,nulls,SSSUSSSSSSSRSSS,nulls+minors,SSSUSSSSSSSRSSS
ERR4810812,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810817,basic,SSSSSSSSSSUUSUU,nulls,SSSSSSSSSSUUSUU,nulls+minors,SSSSSSSSSSUUSUU
ERR4810819,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810820,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSRRSSSSSSS
ERR4810823,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810824,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810830,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR4810835,basic,SSSSUSSSUSSRSSS,nulls,SSSSUSSSUSSRSSS,nulls+minors,SSSSUSSSUSSRSSS
ERR4810861,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810874,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR4810885,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810914,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4810943,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSSRRSSSRRSS
ERR4810948,basic,RRRRUSRRUUSRRSS,nulls,RRRRUSRRUUSRRSS,nulls+minors,RRRRUSRRUUSRRSS
ERR4810951,basic,RRRRUSRRUUSRRSS,nulls,RRRRUSRRUUSRRSS,nulls+minors,RRRRUSRRUUSRRSS
ERR4810957,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR4810966,basic,RRRRSSSSSUSRSSS,nulls,RRRRSSSSSUSRSSS,nulls+minors,RRRRSSSSSUSRSSS
ERR4810993,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSSRRSSSRRSS
ERR4811000,basic,RRRRRSSSRSSRUSS,nulls,RRRRRSSSRSSRUSS,nulls+minors,RRRRRSSSRSSRUSS
ERR4811006,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811007,basic,SSSSSSUUSSSSSSU,nulls,SSSSSSUUSSSSSSU,nulls+minors,SSSSSSUUSSSSSSU
ERR4811014,basic,SSSSSSSSSUSSUSS,nulls,SSSSSSSSSUSSUSS,nulls+minors,SSSSSSSSSUSSUSS
ERR4811025,basic,SSSSSSSSSSUUUUU,nulls,SSSSSSSSSSUUUUU,nulls+minors,SSSSSSSSSSUUUUU
ERR4811032,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811039,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811040,basic,SRSSSSSSSSSSUSS,nulls,SRSSSSSSSSSSUSS,nulls+minors,SRSSSSSSSSSSUSS
ERR4811047,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811055,basic,SSSSSSUUSUSSSSS,nulls,SSSSSSUUSUSSSSS,nulls+minors,SSSSSSUUSUSSSSS
ERR4811062,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR4811063,basic,SSSSSSRRSUSSSSS,nulls,SSSSSSRRSUSSSSS,nulls+minors,SSSSSSRRSUSSSSS
ERR4811067,basic,SSSSSSUUSUUUUUU,nulls,SSSSSSUUSUUUUUU,nulls+minors,SSSSSSUUSUUUUUU
ERR4811076,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811077,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811103,basic,SSSSSSSSSSUSSUS,nulls,SSSSSSSSSSUSSUS,nulls+minors,SSSSSSSSSSUSSUS
ERR4811108,basic,SSSSSSSSSSSSSSU,nulls,SSSSSSSSSSSSSSU,nulls+minors,SSSSSSSSSSSSSSU
ERR4811115,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811118,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR4811122,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811124,basic,SSSSSSSSSSSSSSU,nulls,SSSSSSSSSSSSSSU,nulls+minors,SSSSSSSSSSSSSSU
ERR4811129,basic,SSSSSUSSSSSSUSS,nulls,SSSSSUSSSSSSUSS,nulls+minors,SSSSSUSSSSSSUSS
ERR4811130,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811137,basic,SSSSSSUUSUUUUUU,nulls,SSSSSSUUSUUUUUU,nulls+minors,SSSSSSRRSUUUUUU
ERR4811138,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR4811139,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811144,basic,USSSSSSSSSSSSSS,nulls,USSSSSSSSSSSSSS,nulls+minors,USSSSSSSSSSSSSS
ERR4811146,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4811147,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4811150,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811159,basic,SRSRSSSSSSSSSSS,nulls,SRSRSSSSSSSSSSS,nulls+minors,SRSRSSSSSSSSSSS
ERR4811171,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811204,basic,SSSSSSSSSSUSSUS,nulls,SSSSSSSSSSUSSUS,nulls+minors,SSSSSSSSSSUSSUS
ERR4811216,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811219,basic,SSSSSSSSSUUSSUS,nulls,SSSSSSSSSUUSSUS,nulls+minors,SSSSSSSSSUUSSUS
ERR4811228,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811233,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811248,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR4811280,basic,RRRRUSRRUUSRRSS,nulls,RRRRUSRRUUSRRSS,nulls+minors,RRRRUSRRUUSRRSS
ERR4811283,basic,RRRUSSRRSSSRRSS,nulls,RRRUSSRRSSSRRSS,nulls+minors,RRRUSSRRSSSRRSS
ERR4811295,basic,RRRRUSRRUUSRRSS,nulls,RRRRUSRRUUSRRSS,nulls+minors,RRRRUSRRUUSRRSS
ERR4811310,basic,RRRRSSRRSUSRRSS,nulls,RRRRSSRRSUSRRSS,nulls+minors,RRRRSSRRSUSRRSS
ERR4811312,basic,RRRRSSSSSSSRSSS,nulls,RRRRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR4811314,basic,SSSSSSUUSSSSUSS,nulls,SSSSSSUUSSSSUSS,nulls+minors,SRSSSSUUSSSSUSS
ERR4811315,basic,RRRRSSSSSSSRSSS,nulls,RRRRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR4811320,basic,RRSRRSRRRSSUSRS,nulls,RRSRRSRRRSSUSRS,nulls+minors,RRSRRSRRRSSUSRS
ERR4811326,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSSRRSSSRRSS
ERR4811342,basic,SSSSSUSSSSSSSSS,nulls,SSSSSUSSSSSSSSS,nulls+minors,SSSSSUSSSSSSSSS
ERR4811381,basic,SSSSUSSSUSSSSSS,nulls,SSSSUSSSUSSSSSS,nulls+minors,SSSSUSSSUSSSSSS
ERR4811490,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811514,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811519,basic,SSSUUSSSUSSSSSS,nulls,SSSUUSSSUSSSSSS,nulls+minors,SSSUUSSSUSSSSSS
ERR4811543,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811585,basic,SSSSSSSSSSUUSUU,nulls,SSSSSSSSSSUUSUU,nulls+minors,SSSSSSSSSSUUSUU
ERR4811592,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811610,basic,SSSSUSSSUSSSUSS,nulls,SSSSUSSSUSSSUSS,nulls+minors,SSSSUSSSUSSSUSS
ERR4811639,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR4811689,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811695,basic,RSSSSSSSSUSURSS,nulls,RSSSSSSSSUSURSS,nulls+minors,RSSSSSSSSUSURSS
ERR4811697,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811709,basic,SSSSSSSSSSSUUSS,nulls,SSSSSSSSSSSUUSS,nulls+minors,SSSSSSSSSSSUUSS
ERR4811714,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4811715,basic,SSSSSUSSSSSSSSS,nulls,SSSSSUSSSSSSSSS,nulls+minors,SSSSSUSSSSSSSSS
ERR4811735,basic,SSSSSSUUSSSUUSS,nulls,SSSSSSUUSSSUUSS,nulls+minors,SSSSSSUUSSSUUSS
ERR4811743,basic,RSSSSSSSSUSRRSS,nulls,RSSSSSSSSUSRRSS,nulls+minors,RSSSSSSSSUSRRSS
ERR4811854,basic,RRSSSSSSSUSRRSS,nulls,RRSSSSSSSUSRRSS,nulls+minors,RRSSSSSSSUSRRSS
ERR4811876,basic,URSRSSRRSUSUUSS,nulls,URSRSSRRSUSUUSS,nulls+minors,URSRSSRRSUSUUSS
ERR4811881,basic,RSSSSSSSSUSRRSS,nulls,RSSSSSSSSUSRRSS,nulls+minors,RSSSSSSSSUSRRSS
ERR4811907,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4811941,basic,SSSSSSSSSSSRSSS,nulls,SSSSSSSSSSSRSSS,nulls+minors,SSSSSSSSSSSRSSS
ERR4811952,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4811965,basic,RSSSSSSSSSSUSSS,nulls,RSSSSSSSSSSUSSS,nulls+minors,RSSSSSSSSSSUSSS
ERR4811978,basic,RSSSSSSSSUSSRSS,nulls,RSSSSSSSSUSSRSS,nulls+minors,RSSSSSSSSUSSRSS
ERR4811987,basic,RSRSSSSSSSSSRSS,nulls,RSRSSSSSSSSSRSS,nulls+minors,RSRSSSSSSSSSRSS
ERR4811999,basic,RRSSSSSSSUSSRSS,nulls,RRSSSSSSSUSSRSS,nulls+minors,RRSSSSSSSUSSRSS
ERR4812006,basic,RUSSSSSSSSSSRSS,nulls,RUSSSSSSSSSSRSS,nulls+minors,RUSSSSSSSSSSRSS
ERR4812021,basic,RRRSSSSSSSSSRSS,nulls,RRRSSSSSSSSSRSS,nulls+minors,RRRSSSSSSSSSRSS
ERR4812037,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4812063,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4812066,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4812109,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4812115,basic,RRRSSSSSSSSSRSS,nulls,RRRSSSSSSSSSRSS,nulls+minors,RRRSSSSSSSSSRSS
ERR4812149,basic,RSSSSSSSSSSURSS,nulls,RSSSSSSSSSSURSS,nulls+minors,RSSSSSSSSSSURSS
ERR4812185,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4812202,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4812223,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4812280,basic,SSSSSSUUSSSSUSS,nulls,SSSSSSUUSSSSUSS,nulls+minors,SSSSSSUUSSSSUSS
ERR4812301,basic,SUSSSSUUSSSSSSS,nulls,SUSSSSUUSSSSSSS,nulls+minors,SUSSSSUUSSSSSSS
ERR4812329,basic,SSSSSUSSSUSUSSS,nulls,SSSSSUSSSUSUSSS,nulls+minors,SSSSSUSSSUSUSSS
ERR4812416,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4812467,basic,SSSSUSSSUSSSSSS,nulls,SSSSUSSSUSSSSSS,nulls+minors,SSSSUSSSUSSSSSS
ERR4812546,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSFSSS,nulls+minors,SSSSSSSSSUSFSSS
ERR4812568,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4812580,basic,SSSSSUSSSUSUSSS,nulls,SSSSSUSSSUSUSSS,nulls+minors,SSSSSUSSSUSUSSS
ERR4812628,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4812636,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4812682,basic,USSSSSUUSSSSUSS,nulls,USSSSSUUSSSSUSS,nulls+minors,USSSSSUUSSSSUSS
ERR4812742,basic,RSSSSSUUSUSUSSS,nulls,RSSSSSUUSUSUSSS,nulls+minors,RSSSSSUUSUSUSSS
ERR4812845,basic,RRRSSSRRSURRRRR,nulls,RRRSSSRRSURRRRR,nulls+minors,RRRSSSRRSURRRRR
ERR4812886,basic,RRRRSSSSSSSRSSS,nulls,RRRRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR4812905,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR4812928,basic,RRSSSSSSSUSSRSS,nulls,RRSSSSSSSUSSRSS,nulls+minors,RRSSSSSSSUSSRSS
ERR4812974,basic,RRRRSSRRSSSUUSS,nulls,RRRRSSRRSSSUUSS,nulls+minors,RRRRSSRRSSRUURR
ERR4813028,basic,RRRSSSSSSSSSRSS,nulls,RRRSSSSSSSSSRSS,nulls+minors,RRRSSSSSSSSSRSS
ERR4813074,basic,RRRSSSSSSSSSRSS,nulls,RRRSSSSSSSSSRSS,nulls+minors,RRRSSSSSSSSSRSS
ERR4813076,basic,RRSRSSUUSSSRUSS,nulls,RRSRSSUUSSSRUSS,nulls+minors,RRSRSSUUSSSRUSS
ERR4813078,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4813162,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4813179,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR4813182,basic,RRSRSSRRSSRRURR,nulls,RRSRSSRRSSRRURR,nulls+minors,RRSRSSRRSSRRURR
ERR4813206,basic,RRRRSSRRSSSRRSR,nulls,RRRRSSRRSSSRRSR,nulls+minors,RRRRSSRRSSSRRSR
ERR4813266,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4813291,basic,RRSRSSSSSSSURSS,nulls,RRSRSSSSSSSURSS,nulls+minors,RRSRSSSSSSSURSS
ERR4813317,basic,SSSSSSSSSUSUUSS,nulls,SSSSSSSSSUSUUSS,nulls+minors,SSSSSSSSSUSUUSS
ERR4813367,basic,RRRSSSRRSUUURUS,nulls,RRRSSSRRSUUURUS,nulls+minors,RRRSSSRRSUUURUS
ERR4813378,basic,RRSSSSSSSUSRRSS,nulls,RRSSSSSSSUSRRSS,nulls+minors,RRSSSSSSSUSRRSS
ERR4813392,basic,RRRSSSSSSSSURSS,nulls,RRRSSSSSSSSURSS,nulls+minors,RRRSSSSSSSSURSS
ERR4813398,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR4813401,basic,RRRRSSSSSSSRSSS,nulls,RRRRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR4813402,basic,RRSRSSRRSSRRRRR,nulls,RRSRSSRRSSRRRRR,nulls+minors,RRSRSSRRSSRRRRR
ERR4813405,basic,RRRRSSRRSURRURR,nulls,RRRRSSRRSURRURR,nulls+minors,RRRRSSRRSURRURR
ERR4813451,basic,RRRRSSSSSSSURSS,nulls,RRRRSSSSSSSURSS,nulls+minors,RRRRSSSSSSSURSS
ERR4813463,basic,RRSSUSSSUSSURSS,nulls,RRSSUSSSUSSURSS,nulls+minors,RRSSUSSSUSSURSS
ERR4813514,basic,SSSSSSUUSSSSUSS,nulls,SSSSSSUUSSSFUSS,nulls+minors,SSSSSSUUSSSFUSS
ERR4813741,basic,SSSSSSSSSRUUSUU,nulls,SSSSSSSSSRUUSUU,nulls+minors,SSSSSSSSSRUUSUU
