UNIQUEID,WCHG_ID,ENA_RUN_ACCESSION,ENA_SAMPLE_ACCESSION,ENA_STUDY_ACCESSION,HAS_ALL_DRUGS,N_SUSCEPTIBLE,N_RESISTANT,N_DRUGS,BDQ,CAP,LZD,PZA,STM,FASTQ_FTP
site.04.subj.05594.lab.919704.iso.1,,ERR4800579,SAMEA7529165,PRJEB41116,False,1,1,2,,R,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4800579/ERR4800579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4800579/ERR4800579_2.fastq.gz
site.04.subj.05663.lab.918688.iso.1,,ERR4800543,SAMEA7529129,PRJEB41116,False,1,1,2,,R,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4800543/ERR4800543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4800543/ERR4800543_2.fastq.gz
site.04.subj.05692.lab.919372.iso.1,,ERR4800564,SAMEA7529150,PRJEB41116,False,0,1,1,,R,,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4800564/ERR4800564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4800564/ERR4800564_2.fastq.gz
site.04.subj.05905.lab.921622.iso.1,,ERR4800605,SAMEA7529191,PRJEB41116,False,3,0,3,,S,S,,S,ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4800605/ERR4800605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4800605/ERR4800605_2.fastq.gz
site.05.subj.CA-0911.lab.CO-15018-18.iso.1,,ERR4811965,SAMEA7545469,PRJEB41199,False,2,1,3,,S,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811965/ERR4811965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811965/ERR4811965_2.fastq.gz
site.05.subj.CA-0976.lab.CO-15782-18.iso.1,,ERR4812006,SAMEA7545510,PRJEB41199,False,2,1,3,,S,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4812006/ERR4812006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4812006/ERR4812006_2.fastq.gz
site.05.subj.CA-1021.lab.CO-16002-18.iso.1,,ERR4812021,SAMEA7545525,PRJEB41199,False,2,1,3,,S,,R,S,ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4812021/ERR4812021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4812021/ERR4812021_2.fastq.gz
site.05.subj.CA-1021.lab.CO-16002-18.iso.2,,ERR4812021,SAMEA7545525,PRJEB41199,False,2,1,3,,S,,R,S,ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4812021/ERR4812021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4812021/ERR4812021_2.fastq.gz
site.05.subj.LS-0535.lab.LS-08732-18.iso.1,,ERR4811881,SAMEA7545384,PRJEB41199,False,2,1,3,,S,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811881/ERR4811881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811881/ERR4811881_2.fastq.gz
site.05.subj.LS-1126.lab.LS-11158-18.iso.1,,ERR4812115,SAMEA7545619,PRJEB41199,False,2,1,3,,S,,R,S,ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4812115/ERR4812115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4812115/ERR4812115_2.fastq.gz
site.06.subj.06TB_0001.lab.06MIL0873.iso.1,,ERR2510254,SAMEA1101459,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510254/ERR2510254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510254/ERR2510254_2.fastq.gz
site.06.subj.06TB_0001.lab.06MIL0874.iso.1,,ERR2510279,SAMEA1101523,PRJEB25972,False,0,2,2,,,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510279/ERR2510279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510279/ERR2510279_2.fastq.gz
site.06.subj.06TB_0001.lab.06MIL0989.iso.1,,ERR2510329,SAMEA1101599,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510329/ERR2510329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510329/ERR2510329_2.fastq.gz
site.06.subj.06TB_0002.lab.06MIL0463.iso.1,,ERR2510360,SAMEA1101631,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510360/ERR2510360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510360/ERR2510360_2.fastq.gz
site.06.subj.06TB_0002.lab.06MIL1011.iso.1,,ERR2510682,SAMEA1102552,PRJEB25972,False,0,2,2,,,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510682/ERR2510682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510682/ERR2510682_2.fastq.gz
site.06.subj.06TB_0003.lab.06MIL0464.iso.1,,ERR2510654,SAMEA1102358,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510654/ERR2510654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510654/ERR2510654_2.fastq.gz
site.06.subj.06TB_0004.lab.06MIL0852.iso.1,,ERR2510686,SAMEA1102556,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510686/ERR2510686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510686/ERR2510686_2.fastq.gz
site.06.subj.06TB_0004.lab.06MIL0995.iso.1,,ERR2510690,SAMEA1102562,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510690/ERR2510690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510690/ERR2510690_2.fastq.gz
site.06.subj.06TB_0004.lab.06MIL0996.iso.1,,ERR2510702,SAMEA1102582,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510702/ERR2510702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510702/ERR2510702_2.fastq.gz
site.06.subj.06TB_0004.lab.06MIL0998.iso.1,,ERR2510703,SAMEA1102583,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510703/ERR2510703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510703/ERR2510703_2.fastq.gz
site.06.subj.06TB_0004.lab.06MIL1009.iso.1,,ERR2510709,SAMEA1102609,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510709/ERR2510709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510709/ERR2510709_2.fastq.gz
site.06.subj.06TB_0004.lab.06MIL1010.iso.1,,ERR2510723,SAMEA1102643,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510723/ERR2510723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510723/ERR2510723_2.fastq.gz
site.06.subj.06TB_0005.lab.06MIL0466.iso.1,,ERR2510655,SAMEA1102359,PRJEB25972,False,1,1,2,,S,,R,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510655/ERR2510655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510655/ERR2510655_2.fastq.gz
site.06.subj.06TB_0007.lab.06MIL0861.iso.1,,ERR2510711,SAMEA1102611,PRJEB25972,False,0,2,2,,,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510711/ERR2510711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510711/ERR2510711_2.fastq.gz
site.06.subj.06TB_0012.lab.06MIL0473.iso.1,,ERR2510657,SAMEA1102361,PRJEB25972,False,1,1,2,,S,,R,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510657/ERR2510657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510657/ERR2510657_2.fastq.gz
site.06.subj.06TB_0016.lab.06MIL0477.iso.1,,ERR2510658,SAMEA1102362,PRJEB25972,False,2,1,3,,S,,R,S,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510658/ERR2510658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510658/ERR2510658_2.fastq.gz
site.06.subj.06TB_0018.lab.06MIL0479.iso.1,,ERR2510660,SAMEA1102364,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510660/ERR2510660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510660/ERR2510660_2.fastq.gz
site.06.subj.06TB_0026.lab.06MIL0487.iso.1,,ERR2510668,SAMEA1102404,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510668/ERR2510668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510668/ERR2510668_2.fastq.gz
site.06.subj.06TB_0027.lab.06MIL0488.iso.1,,ERR2510669,SAMEA1102405,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510669/ERR2510669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510669/ERR2510669_2.fastq.gz
site.06.subj.06TB_0029.lab.06MIL0490.iso.1,,ERR2510670,SAMEA1102413,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510670/ERR2510670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510670/ERR2510670_2.fastq.gz
site.06.subj.06TB_0030.lab.06MIL0491.iso.1,,ERR2510671,SAMEA1102414,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510671/ERR2510671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510671/ERR2510671_2.fastq.gz
site.06.subj.06TB_0031.lab.06MIL0492.iso.1,,ERR2510672,SAMEA1102415,PRJEB25972,False,1,2,3,,R,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510672/ERR2510672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510672/ERR2510672_2.fastq.gz
site.06.subj.06TB_0033.lab.06MIL0494.iso.1,,ERR2510673,SAMEA1102416,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510673/ERR2510673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510673/ERR2510673_2.fastq.gz
site.06.subj.06TB_0036.lab.06MIL1006.iso.1,,ERR2510856,SAMEA1103130,PRJEB25972,False,1,2,3,,R,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510856/ERR2510856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510856/ERR2510856_2.fastq.gz
site.06.subj.06TB_0037.lab.06MIL0498.iso.1,,ERR2510676,SAMEA1102461,PRJEB25972,False,0,2,2,,,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510676/ERR2510676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510676/ERR2510676_2.fastq.gz
site.06.subj.06TB_0046.lab.06MIL0875.iso.1,,ERR2510725,SAMEA1102645,PRJEB25972,False,1,2,3,,R,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510725/ERR2510725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510725/ERR2510725_2.fastq.gz
site.06.subj.06TB_0054.lab.06MIL0515.iso.1,,ERR2510685,SAMEA1102555,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510685/ERR2510685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510685/ERR2510685_2.fastq.gz
site.06.subj.06TB_0055.lab.06MIL0879.iso.1,,ERR2510729,SAMEA1102649,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510729/ERR2510729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510729/ERR2510729_2.fastq.gz
site.06.subj.06TB_0059.lab.06MIL0520.iso.1,,ERR2510689,SAMEA1102561,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510689/ERR2510689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510689/ERR2510689_2.fastq.gz
site.06.subj.06TB_0060.lab.06MIL0521.iso.1,,ERR2510733,SAMEA1102653,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510733/ERR2510733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510733/ERR2510733_2.fastq.gz
site.06.subj.06TB_0060.lab.06MIL0853.iso.1,,ERR2510735,SAMEA1102655,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510735/ERR2510735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510735/ERR2510735_2.fastq.gz
site.06.subj.06TB_0064.lab.06MIL0525.iso.1,,ERR2510693,SAMEA1102568,PRJEB25972,False,1,2,3,,R,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510693/ERR2510693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510693/ERR2510693_2.fastq.gz
site.06.subj.06TB_0065.lab.06MIL0526.iso.1,,ERR2510694,SAMEA1102569,PRJEB25972,False,1,2,3,,R,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510694/ERR2510694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510694/ERR2510694_2.fastq.gz
site.06.subj.06TB_0225.lab.06MIL0686.iso.1,,ERR2510695,SAMEA1102572,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510695/ERR2510695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510695/ERR2510695_2.fastq.gz
site.06.subj.06TB_0252.lab.06MIL0713.iso.1,,ERR2510696,SAMEA1102573,PRJEB25972,False,0,2,2,,,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510696/ERR2510696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510696/ERR2510696_2.fastq.gz
site.06.subj.06TB_0261.lab.06MIL0860.iso.1,,ERR2510710,SAMEA1102610,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510710/ERR2510710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510710/ERR2510710_2.fastq.gz
site.06.subj.06TB_0263.lab.06MIL0854.iso.1,,ERR2510704,SAMEA1102584,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510704/ERR2510704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510704/ERR2510704_2.fastq.gz
site.06.subj.06TB_0264.lab.06MIL0855.iso.1,,ERR2510705,SAMEA1102585,PRJEB25972,False,2,1,3,,S,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510705/ERR2510705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510705/ERR2510705_2.fastq.gz
site.06.subj.06TB_0265.lab.06MIL0856.iso.1,,ERR2510706,SAMEA1102586,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510706/ERR2510706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510706/ERR2510706_2.fastq.gz
site.06.subj.06TB_0266.lab.06MIL0857.iso.1,,ERR2510707,SAMEA1102587,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510707/ERR2510707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510707/ERR2510707_2.fastq.gz
site.06.subj.06TB_0273.lab.06MIL0864.iso.1,,ERR2510714,SAMEA1102628,PRJEB25972,False,1,1,2,,,,R,S,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510714/ERR2510714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510714/ERR2510714_2.fastq.gz
site.06.subj.06TB_0291.lab.06MIL0882.iso.1,,ERR2510732,SAMEA1102652,PRJEB25972,False,2,1,3,,S,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510732/ERR2510732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510732/ERR2510732_2.fastq.gz
site.06.subj.06TB_0292.lab.06MIL0883.iso.1,,ERR2510823,SAMEA1103097,PRJEB25972,False,1,2,3,,R,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510823/ERR2510823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510823/ERR2510823_2.fastq.gz
site.06.subj.06TB_0293.lab.06MIL0884.iso.1,,ERR2510734,SAMEA1102654,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510734/ERR2510734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510734/ERR2510734_2.fastq.gz
site.06.subj.06TB_0294.lab.06MIL0885.iso.1,,ERR2510826,SAMEA1103100,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510826/ERR2510826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510826/ERR2510826_2.fastq.gz
site.06.subj.06TB_0294.lab.06MIL0993.iso.1,,ERR2510827,SAMEA1103101,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510827/ERR2510827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510827/ERR2510827_2.fastq.gz
site.06.subj.06TB_0323.lab.06MIL0914.iso.1,,ERR2510764,SAMEA1102748,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510764/ERR2510764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510764/ERR2510764_2.fastq.gz
site.06.subj.06TB_0357.lab.06MIL0948.iso.1,,ERR2510798,SAMEA1102823,PRJEB25972,False,0,2,2,,,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510798/ERR2510798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510798/ERR2510798_2.fastq.gz
site.06.subj.06TB_0390.lab.06MIL0986.iso.1,,ERR2510841,SAMEA1103115,PRJEB25972,False,0,2,2,,,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510841/ERR2510841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510841/ERR2510841_2.fastq.gz
site.06.subj.06TB_0390.lab.06MIL0987.iso.1,,ERR2510843,SAMEA1103117,PRJEB25972,False,1,2,3,,R,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510843/ERR2510843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510843/ERR2510843_2.fastq.gz
site.06.subj.06TB_0390.lab.06MIL0988.iso.1,,ERR2510845,SAMEA1103119,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510845/ERR2510845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510845/ERR2510845_2.fastq.gz
site.06.subj.06TB_0390.lab.06MIL1001.iso.1,,ERR2510846,SAMEA1103120,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510846/ERR2510846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510846/ERR2510846_2.fastq.gz
site.06.subj.06TB_0391.lab.06MIL0982.iso.1,,ERR2510832,SAMEA1103106,PRJEB25972,False,0,2,2,,,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510832/ERR2510832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510832/ERR2510832_2.fastq.gz
site.06.subj.06TB_0393.lab.06MIL0984.iso.1,,ERR2510834,SAMEA1103108,PRJEB25972,False,2,1,3,,S,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510834/ERR2510834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510834/ERR2510834_2.fastq.gz
site.06.subj.06TB_0400.lab.06MIL0991.iso.1,,ERR2510848,SAMEA1103122,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510848/ERR2510848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510848/ERR2510848_2.fastq.gz
site.06.subj.06TB_0400.lab.06MIL1029.iso.1,,ERR2510850,SAMEA1103124,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510850/ERR2510850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510850/ERR2510850_2.fastq.gz
site.06.subj.06TB_0403.lab.06MIL0994.iso.1,,ERR2510844,SAMEA1103118,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510844/ERR2510844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510844/ERR2510844_2.fastq.gz
site.06.subj.06TB_0408.lab.06MIL0999.iso.1,,ERR2510849,SAMEA1103123,PRJEB25972,False,1,2,3,,R,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510849/ERR2510849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510849/ERR2510849_2.fastq.gz
site.06.subj.06TB_0411.lab.06MIL1002.iso.1,,ERR2510852,SAMEA1103126,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510852/ERR2510852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510852/ERR2510852_2.fastq.gz
site.06.subj.06TB_0412.lab.06MIL1003.iso.1,,ERR2510853,SAMEA1103127,PRJEB25972,False,0,3,3,,R,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510853/ERR2510853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510853/ERR2510853_2.fastq.gz
site.06.subj.06TB_0413.lab.06MIL1004.iso.1,,ERR2510854,SAMEA1103128,PRJEB25972,False,2,1,3,,S,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510854/ERR2510854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510854/ERR2510854_2.fastq.gz
site.06.subj.06TB_0414.lab.06MIL1005.iso.1,,ERR2510855,SAMEA1103129,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510855/ERR2510855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510855/ERR2510855_2.fastq.gz
site.06.subj.06TB_0416.lab.06MIL1007.iso.1,,ERR2510857,SAMEA1103131,PRJEB25972,False,2,1,3,,S,,S,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510857/ERR2510857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510857/ERR2510857_2.fastq.gz
site.06.subj.06TB_0421.lab.06MIL1012.iso.1,,ERR2510862,SAMEA1103136,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510862/ERR2510862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510862/ERR2510862_2.fastq.gz
site.06.subj.06TB_0422.lab.06MIL1013.iso.1,,ERR2510863,SAMEA1103137,PRJEB25972,False,1,2,3,,S,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510863/ERR2510863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510863/ERR2510863_2.fastq.gz
site.06.subj.06TB_0423.lab.06MIL1014.iso.1,,ERR2510864,SAMEA1103138,PRJEB25972,False,0,2,2,,,,R,R,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510864/ERR2510864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510864/ERR2510864_2.fastq.gz
site.06.subj.06TB_0424.lab.06MIL1015.iso.1,,ERR2510865,SAMEA1103139,PRJEB25972,False,1,1,2,,,,R,S,ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510865/ERR2510865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510865/ERR2510865_2.fastq.gz
