UNIQUEID,WCHG_ID,ENA_RUN_ACCESSION,ENA_SAMPLE_ACCESSION,ENA_STUDY_ACCESSION,HAS_ALL_DRUGS,N_SUSCEPTIBLE,N_RESISTANT,N_DRUGS,BDQ,CAP,LZD,PZA,STM,FASTQ_FTP
site.10.subj.BC02023023.lab.BC02023023.iso.1,WTCHG_933274_70255001,ERR9992611,SAMEA110419968,PRJEB55007,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/001/ERR9992611/ERR9992611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/001/ERR9992611/ERR9992611_2.fastq.gz
site.10.subj.BH02818474.lab.BH02818474.iso.1,WTCHG_934880_70665042,ERR13289349,SAMEA115747815,PRJEB76547,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/049/ERR13289349/ERR13289349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/049/ERR13289349/ERR13289349_2.fastq.gz
site.10.subj.IF02701910.lab.IF02701910.iso.1,WTCHG_933274_70805056,ERR9992662,SAMEA110420020,PRJEB55007,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/002/ERR9992662/ERR9992662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/002/ERR9992662/ERR9992662_2.fastq.gz
site.10.subj.JC00987973.lab.JC00987973.iso.1,WTCHG_933274_70895065,ERR9992671,SAMEA110420029,PRJEB55007,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/001/ERR9992671/ERR9992671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/001/ERR9992671/ERR9992671_2.fastq.gz
site.10.subj.JC01065403.lab.JC01065403.iso.1,WTCHG_934880_71765152,ERR13289366,SAMEA115747832,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/066/ERR13289366/ERR13289366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/066/ERR13289366/ERR13289366_2.fastq.gz
site.10.subj.KD02381230.lab.KD02381230.iso.1,WTCHG_934881_72585234,ERR9993146,SAMEA110420503,PRJEB55007,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/006/ERR9993146/ERR9993146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/006/ERR9993146/ERR9993146_2.fastq.gz
site.10.subj.LA00697208.lab.LA00697208.iso.1,WTCHG_934395_73025374,ERR9992957,SAMEA110420314,PRJEB55007,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/007/ERR9992957/ERR9992957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/007/ERR9992957/ERR9992957_2.fastq.gz
site.10.subj.PN00429052.lab.PN00429052.iso.1,WTCHG_934880_70385014,ERR13289340,SAMEA115747806,PRJEB76547,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/040/ERR13289340/ERR13289340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/040/ERR13289340/ERR13289340_2.fastq.gz
site.10.subj.PS00820198.lab.PS00820198.iso.1,WTCHG_933274_71185190,ERR13286163,SAMEA115747315,PRJEB76547,False,0,1,1,,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/063/ERR13286163/ERR13286163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/063/ERR13286163/ERR13286163_2.fastq.gz
site.10.subj.PS01176863.lab.PS01176863.iso.1,WTCHG_934880_71425118,ERR13289358,SAMEA115747824,PRJEB76547,False,0,1,1,,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/058/ERR13289358/ERR13289358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/058/ERR13289358/ERR13289358_2.fastq.gz
site.10.subj.PS01190811.lab.PS01190811.iso.1,WTCHG_934880_71025174,ERR9993089,SAMEA110420446,PRJEB55007,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/009/ERR9993089/ERR9993089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/009/ERR9993089/ERR9993089_2.fastq.gz
site.10.subj.PS01203270.lab.PS01203270.iso.1,WTCHG_934880_71485124,ERR13289360,SAMEA115747826,PRJEB76547,False,0,1,1,,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/060/ERR13289360/ERR13289360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/060/ERR13289360/ERR13289360_2.fastq.gz
site.10.subj.PS01349116.lab.PS01349116.iso.1,WTCHG_934880_70705046,ERR13289350,SAMEA115747816,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/050/ERR13289350/ERR13289350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/050/ERR13289350/ERR13289350_2.fastq.gz
site.10.subj.TD03473931.lab.TD03473931.iso.1,WTCHG_934880_70825058,ERR13289351,SAMEA115747817,PRJEB76547,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/051/ERR13289351/ERR13289351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/051/ERR13289351/ERR13289351_2.fastq.gz
site.10.subj.TD03530721.lab.TD03530721.iso.1,WTCHG_934881_72045276,ERR9993186,SAMEA110420544,PRJEB55007,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/006/ERR9993186/ERR9993186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/006/ERR9993186/ERR9993186_2.fastq.gz
site.10.subj.UA00221964.lab.UA00221964.iso.1,WTCHG_934881_72105282,ERR13289380,SAMEA115747846,PRJEB76547,False,0,1,1,,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/080/ERR13289380/ERR13289380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/080/ERR13289380/ERR13289380_2.fastq.gz
site.10.subj.UG00158667.lab.UG00158667.iso.1,WTCHG_933275_72345210,ERR9992686,SAMEA110420044,PRJEB55007,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/006/ERR9992686/ERR9992686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/006/ERR9992686/ERR9992686_2.fastq.gz
site.10.subj.UH00902858.lab.UH00902858.iso.1,WTCHG_933274_71085180,ERR13286153,SAMEA115747305,PRJEB76547,False,0,1,1,,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/053/ERR13286153/ERR13286153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/053/ERR13286153/ERR13286153_2.fastq.gz
site.10.subj.UH00918050.lab.UH00918050.iso.1,WTCHG_933274_71195191,ERR9992685,SAMEA110420043,PRJEB55007,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/005/ERR9992685/ERR9992685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/005/ERR9992685/ERR9992685_2.fastq.gz
site.10.subj.UH01251134.lab.UH01251134.iso.1,WTCHG_933275_73065378,ERR13288797,SAMEA115747446,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/097/ERR13288797/ERR13288797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/097/ERR13288797/ERR13288797_2.fastq.gz
site.10.subj.UH01302825.lab.UH01302825.iso.1,WTCHG_934880_70495025,ERR9992967,SAMEA110420324,PRJEB55007,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/007/ERR9992967/ERR9992967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/007/ERR9992967/ERR9992967_2.fastq.gz
site.10.subj.UH01453435.lab.UH01453435.iso.1,WTCHG_934880_71375113,ERR13289357,SAMEA115747823,PRJEB76547,False,0,3,3,R,,R,R,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/057/ERR13289357/ERR13289357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/057/ERR13289357/ERR13289357_2.fastq.gz
site.10.subj.UH01605404.lab.UH01605404.iso.1,WTCHG_934881_72145286,ERR13289382,SAMEA115747848,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/082/ERR13289382/ERR13289382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/082/ERR13289382/ERR13289382_2.fastq.gz
site.10.subj.UH01642651.lab.UH01642651.iso.1,WTCHG_934881_73135289,ERR13289384,SAMEA115747850,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/084/ERR13289384/ERR13289384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/084/ERR13289384/ERR13289384_2.fastq.gz
site.10.subj.UH01840765.lab.UH01840765.iso.1,WTCHG_934881_73225298,ERR9993202,SAMEA110420724,PRJEB55007,False,0,1,1,,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/002/ERR9993202/ERR9993202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/002/ERR9993202/ERR9993202_2.fastq.gz
site.10.subj.VI00196621.lab.VI00196621.iso.1,WTCHG_933275_72265202,ERR13286177,SAMEA115747326,PRJEB76547,False,0,1,1,,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/077/ERR13286177/ERR13286177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/077/ERR13286177/ERR13286177_2.fastq.gz
site.10.subj.XD01010463.lab.XD01010463.iso.1,WTCHG_933274_71565132,ERR13286103,SAMEA115747261,PRJEB76547,False,0,1,1,,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/003/ERR13286103/ERR13286103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/003/ERR13286103/ERR13286103_2.fastq.gz
site.10.subj.XD01351860.lab.XD01351860.iso.1,WTCHG_933275_72305206,ERR13286181,SAMEA115747330,PRJEB76547,False,0,1,1,,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/081/ERR13286181/ERR13286181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/081/ERR13286181/ERR13286181_2.fastq.gz
site.10.subj.XD02735916.lab.XD02735916.iso.1,WTCHG_937449_70275003,ERR9992749,SAMEA110420107,PRJEB55007,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/009/ERR9992749/ERR9992749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/009/ERR9992749/ERR9992749_2.fastq.gz
site.10.subj.XD02988345.lab.XD02988345.iso.1,WTCHG_937449_70305006,ERR13288799,SAMEA115747448,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/099/ERR13288799/ERR13288799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/099/ERR13288799/ERR13288799_2.fastq.gz
site.10.subj.XD03358268.lab.XD03358268.iso.1,WTCHG_934880_70645040,ERR9992982,SAMEA110420339,PRJEB55007,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/002/ERR9992982/ERR9992982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/002/ERR9992982/ERR9992982_2.fastq.gz
site.10.subj.XD03710116.lab.XD03710116.iso.1,WTCHG_934881_73325308,ERR9993211,SAMEA110420733,PRJEB55007,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/001/ERR9993211/ERR9993211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/001/ERR9993211/ERR9993211_2.fastq.gz
site.10.subj.XD04001138.lab.XD04001138.iso.1,WTCHG_934881_73405316,ERR13289386,SAMEA115747852,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/086/ERR13289386/ERR13289386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/086/ERR13289386/ERR13289386_2.fastq.gz
site.10.subj.YA00019318.lab.YA00019318.iso.1,WTCHG_933274_70085080,ERR13286049,SAMEA115747212,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/049/ERR13286049/ERR13286049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/049/ERR13286049/ERR13286049_2.fastq.gz
site.10.subj.YA00020215.lab.YA00020215.iso.1,WTCHG_933274_70065078,ERR13286047,SAMEA115747210,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/047/ERR13286047/ERR13286047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/047/ERR13286047/ERR13286047_2.fastq.gz
site.10.subj.YA00020499.lab.YA00020499.iso.1,WTCHG_933274_71135185,ERR13286158,SAMEA115747310,PRJEB76547,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/058/ERR13286158/ERR13286158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/058/ERR13286158/ERR13286158_2.fastq.gz
site.10.subj.YA00022544.lab.YA00022544.iso.1,WTCHG_933274_70125084,ERR13286053,SAMEA115747216,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/053/ERR13286053/ERR13286053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/053/ERR13286053/ERR13286053_2.fastq.gz
site.10.subj.YA00023081.lab.YA00023081.iso.1,WTCHG_933274_70115083,ERR13286052,SAMEA115747215,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/052/ERR13286052/ERR13286052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/052/ERR13286052/ERR13286052_2.fastq.gz
site.10.subj.YA00025706.lab.YA00025706.iso.1,WTCHG_933274_71215097,ERR13286066,SAMEA115747228,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/066/ERR13286066/ERR13286066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/066/ERR13286066/ERR13286066_2.fastq.gz
site.10.subj.YA00032781.lab.YA00032781.iso.1,WTCHG_934394_71695145,ERR13288964,SAMEA115747621,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/064/ERR13288964/ERR13288964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/064/ERR13288964/ERR13288964_2.fastq.gz
site.10.subj.YA00034735.lab.YA00034735.iso.1,WTCHG_933274_71855161,ERR13286133,SAMEA115747287,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/033/ERR13286133/ERR13286133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/033/ERR13286133/ERR13286133_2.fastq.gz
site.10.subj.YA00039692.lab.YA00039692.iso.1,WTCHG_933274_71035175,ERR13286147,SAMEA115747300,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/047/ERR13286147/ERR13286147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/047/ERR13286147/ERR13286147_2.fastq.gz
site.10.subj.YA00046633.lab.YA00046633.iso.1,WTCHG_933275_72295205,ERR13286180,SAMEA115747329,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/080/ERR13286180/ERR13286180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/080/ERR13286180/ERR13286180_2.fastq.gz
site.10.subj.YA00050823.lab.YA00050823.iso.1,WTCHG_933275_72195195,ERR13286168,SAMEA115747319,PRJEB76547,False,0,1,1,,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/068/ERR13286168/ERR13286168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/068/ERR13286168/ERR13286168_2.fastq.gz
site.10.subj.YA00054062.lab.YA00054062.iso.1,WTCHG_933274_70025074,ERR13286042,SAMEA115747206,PRJEB76547,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/042/ERR13286042/ERR13286042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/042/ERR13286042/ERR13286042_2.fastq.gz
site.10.subj.YA00056250.lab.YA00056250.iso.1,WTCHG_934394_71785154,ERR13288973,SAMEA115747630,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/073/ERR13288973/ERR13288973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/073/ERR13288973/ERR13288973_2.fastq.gz
site.10.subj.YA00058255.lab.YA00058255.iso.1,WTCHG_933275_72285204,ERR13286179,SAMEA115747328,PRJEB76547,False,0,1,1,,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/079/ERR13286179/ERR13286179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/079/ERR13286179/ERR13286179_2.fastq.gz
site.10.subj.YA00058397.lab.YA00058397.iso.1,WTCHG_933275_72315207,ERR13286182,SAMEA115747331,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/082/ERR13286182/ERR13286182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/082/ERR13286182/ERR13286182_2.fastq.gz
site.10.subj.YA00059513.lab.YA00059513.iso.1,WTCHG_934394_71835159,ERR13288978,SAMEA115747635,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/078/ERR13288978/ERR13288978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/078/ERR13288978/ERR13288978_2.fastq.gz
site.10.subj.YA00062200.lab.YA00062200.iso.1,WTCHG_934394_71805156,ERR13288975,SAMEA115747632,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/075/ERR13288975/ERR13288975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/075/ERR13288975/ERR13288975_2.fastq.gz
site.10.subj.YA00063618.lab.YA00063618.iso.1,WTCHG_934394_70175089,ERR13288949,SAMEA115747606,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/049/ERR13288949/ERR13288949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/049/ERR13288949/ERR13288949_2.fastq.gz
site.10.subj.YA00098799.lab.YA00098799.iso.1,WTCHG_934880_70275003,ERR13289335,SAMEA115747801,PRJEB76547,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/035/ERR13289335/ERR13289335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/035/ERR13289335/ERR13289335_2.fastq.gz
site.10.subj.YA00105797.lab.YA00105797.iso.1,WTCHG_934394_71585134,ERR13288955,SAMEA115747612,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/055/ERR13288955/ERR13288955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/055/ERR13288955/ERR13288955_2.fastq.gz
site.10.subj.YA00142130.lab.YA00142130.iso.1,WTCHG_934880_70395015,ERR13289341,SAMEA115747807,PRJEB76547,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/041/ERR13289341/ERR13289341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/041/ERR13289341/ERR13289341_2.fastq.gz
site.10.subj.YA00142136.lab.YA00142136.iso.1,WTCHG_934880_70405016,ERR13289342,SAMEA115747808,PRJEB76547,False,0,2,2,R,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/042/ERR13289342/ERR13289342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/042/ERR13289342/ERR13289342_2.fastq.gz
site.10.subj.YA00144279.lab.YA00144279.iso.1,WTCHG_934880_70425018,ERR13289343,SAMEA115747809,PRJEB76547,False,1,1,2,S,,R,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/043/ERR13289343/ERR13289343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/043/ERR13289343/ERR13289343_2.fastq.gz
site.10.subj.YA00206790.lab.YA00206790.iso.1,WTCHG_934880_71585134,ERR9993061,SAMEA110420418,PRJEB55007,False,0,3,3,R,,R,R,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/001/ERR9993061/ERR9993061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/001/ERR9993061/ERR9993061_2.fastq.gz
site.10.subj.CG05374575.lab.CG05374575.iso.1,WTCHG_933274_70685044,ERR9992650,SAMEA110420008,PRJEB55007,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/000/ERR9992650/ERR9992650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/000/ERR9992650/ERR9992650_2.fastq.gz
site.10.subj.CH01002579.lab.CH01002579.iso.1,WTCHG_934394_71315107,ERR9992871,SAMEA110420228,PRJEB55007,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/001/ERR9992871/ERR9992871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/001/ERR9992871/ERR9992871_2.fastq.gz
site.10.subj.DH02159735.lab.DH02159735.iso.1,WTCHG_934881_72415217,ERR9993129,SAMEA110420486,PRJEB55007,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/009/ERR9993129/ERR9993129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/009/ERR9993129/ERR9993129_2.fastq.gz
site.10.subj.BC01929765.lab.BC01929765.iso.1,WTCHG_934880_70135085,ERR9993023,SAMEA110420380,PRJEB55007,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/003/ERR9993023/ERR9993023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/003/ERR9993023/ERR9993023_2.fastq.gz
site.10.subj.BC01989210.lab.BC01989210.iso.1,WTCHG_934881_72295205,ERR9993117,SAMEA110420474,PRJEB55007,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/007/ERR9993117/ERR9993117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/007/ERR9993117/ERR9993117_2.fastq.gz
site.10.subj.YA00038065.lab.YA00038065.iso.1,WTCHG_933275_72895361,ERR13288794,SAMEA115747443,PRJEB76547,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/094/ERR13288794/ERR13288794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/094/ERR13288794/ERR13288794_2.fastq.gz
site.10.subj.YA00038377.lab.YA00038377.iso.1,WTCHG_933274_71025174,ERR13286146,SAMEA115747299,PRJEB76547,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/046/ERR13286146/ERR13286146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/046/ERR13286146/ERR13286146_2.fastq.gz
site.10.subj.YA00052841.lab.YA00052841.iso.1,WTCHG_934394_71735149,ERR13288968,SAMEA115747625,PRJEB76547,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/068/ERR13288968/ERR13288968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/068/ERR13288968/ERR13288968_2.fastq.gz
site.10.subj.YA00053908.lab.YA00053908.iso.1,WTCHG_934394_71145186,ERR13289004,SAMEA115747661,PRJEB76547,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/004/ERR13289004/ERR13289004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/004/ERR13289004/ERR13289004_2.fastq.gz
site.10.subj.UH01098173.lab.UH01098173.iso.1,WTCHG_933275_72935365,ERR9992731,SAMEA110420089,PRJEB55007,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/001/ERR9992731/ERR9992731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/001/ERR9992731/ERR9992731_2.fastq.gz
site.10.subj.XD02229326.lab.XD02229326.iso.1,WTCHG_934394_70795055,ERR9992839,SAMEA110420196,PRJEB55007,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/009/ERR9992839/ERR9992839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/009/ERR9992839/ERR9992839_2.fastq.gz
site.10.subj.XD02236373.lab.XD02236373.iso.1,WTCHG_937449_70575033,ERR9992776,SAMEA110420134,PRJEB55007,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/006/ERR9992776/ERR9992776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/006/ERR9992776/ERR9992776_2.fastq.gz
site.10.subj.XD02291198.lab.XD02291198.iso.1,WTCHG_934881_72175193,ERR9993105,SAMEA110420462,PRJEB55007,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/005/ERR9993105/ERR9993105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/005/ERR9993105/ERR9993105_2.fastq.gz
site.10.subj.XD01936293.lab.XD01936293.iso.1,WTCHG_934394_70715047,ERR9992833,SAMEA110420190,PRJEB55007,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/003/ERR9992833/ERR9992833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/003/ERR9992833/ERR9992833_2.fastq.gz
site.10.subj.MG04597769.lab.MG04597769.iso.1,WTCHG_934395_73485324,ERR9992949,SAMEA110420306,PRJEB55007,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/009/ERR9992949/ERR9992949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/009/ERR9992949/ERR9992949_2.fastq.gz
site.10.subj.ND00379247.lab.ND00379247.iso.1,WTCHG_933275_73605336,ERR9992708,SAMEA110420066,PRJEB55007,False,1,1,2,R,,S,,,ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/008/ERR9992708/ERR9992708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR999/008/ERR9992708/ERR9992708_2.fastq.gz
