batch_name,sample_name,remote_sample_name,remote_batch_name,remote_batch_id
beajyq.mapping.csv:ukmyc,ERR4813787,4882757a-a596-4f77-bf39-f5f9f2311c31,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4813791,25421d98-558e-4cee-a7cf-5ebb6f45f631,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4813795,aac9f0a2-2308-4f36-8c48-e523b0711593,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4813809,35102610-0208-4e1e-8cb9-5d2a6a647fba,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4813853,d4f2827b-90dc-4bcd-895a-e9792a1cbab4,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4813870,74c0de15-d960-4c59-aec5-961597d4f04d,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4813898,abd206c0-dd94-4060-9ccd-ce339ad1f2b9,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4813902,322c2105-5e93-4987-8cd8-2e38b1da6ced,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4813955,1073133b-5bef-4cde-bfe4-6883f6dd0669,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4813966,aa7823c4-92f9-46b3-b246-335f79d86616,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4813991,f9eb29d3-f29d-4d92-9b50-13a2ab134afd,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4814000,c31bb690-813a-45e4-aa74-cea67ac3d7ef,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4814041,4f44f70e-29a6-4899-a2be-cbc5dbf6bf01,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4814046,90f4f4c7-7a16-449e-8c45-418895532c37,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4814067,d805958a-b8fe-4bb4-b479-f3cd3dd6d72a,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4814077,6616ea91-5ce9-451c-bc55-e17b61ceeb76,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4814090,b2f5586e-a3a2-41f5-8c24-d99d5efe497a,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4814092,cc1365a0-599c-4beb-985c-a30a415ffc9e,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4814106,df1140ce-dbdc-4271-9278-adc663ebdbbf,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4814123,cc8e9cd9-82f7-4e42-b982-616a152a4bee,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4814124,c443223d-e048-4def-b1b3-a3b081f861ee,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4814125,0264b09f-8c15-460e-a78e-bcb986463fc5,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822293,45f564eb-f23b-4ae2-b223-a5e55bccc83d,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822309,e8281c9d-3557-49e4-8870-8c5a09910126,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822324,dfe7621e-94ad-4a44-add2-c851a857097f,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822348,efea203a-ebcc-4f51-8e8f-33299ebf72ca,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822353,a3fe92c4-b655-4998-8a9d-6bae22bdda14,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822355,1e1f423d-abb1-4ac5-b99a-53438f556b19,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822358,0907bbec-a2a1-4d0c-8002-1e56c2d258af,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822359,356c36d4-5aa4-4411-ab4d-c6449f555b12,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822360,20831397-94e9-4366-92f1-49f15f5b8ec5,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822363,496dbf5a-4092-4163-a891-2a1446b80d21,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822377,e5bdcbfd-949f-41d7-9eec-53e78454e0b1,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822382,138dca03-2baf-4fce-8f98-7088a192c2e5,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822395,515b016d-8fdf-43c3-a69b-f812ad7ff0c6,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822411,23750c6a-73b4-4e09-b8d6-7a69d1770eb9,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822424,e67f2d83-f77c-479b-a828-5f80d926d1d0,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822432,5f540486-49b3-4ed8-98cb-0533a66e3a55,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822433,52d2deef-ff55-4c8c-be5a-0069c2f51b24,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822438,d7b4e608-cfff-409e-969d-8f232e4152d9,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822449,f38ddc80-b6e5-45f8-8cc2-6e2a2fdb3f15,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822460,5437352e-d082-4f30-85c2-447664c2ae7a,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822462,a6700eb8-3b34-4475-aead-fcf64d70d121,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
beajyq.mapping.csv:ukmyc,ERR4822484,9c0a3140-e053-4a22-86c3-dc3b0288ba08,beajyq,b0b3afc9-dd36-4509-9cda-f443fff450f5
